	Sulfur transfer pathway CsdAEL	Sulfate assimilation related cluster	Stress proteins YciF, YciE	Two partner secretion pathway (TPS)	Type 4 conjugative transfer system, IncI1 type	Type III secretion systems	Siderophore Pyoverdine	Trans-envelope signaling system VreARI in Pseudomonas	L-2-amino-4-methoxy-trans-3-butenoic acid synthesis	Extracellular matrix proteins (PEL) involved in glucose-rich biofilm formation in Pseudomonas	Extracellular matrix proteins (PSL) involved in mannose-rich biofilm formation in Pseudomonas	IbrA and IbrB: co-activators of prophage gene expression	Rhamnolipids in Pseudomonas	Respiratory Systems - Shewanella (updated)	Phenazine biosynthesis	Periplasmic nitrate reductase EC 1.7.99.4	Outer membrane porins in Pseudomonas and Acinetobacter	Mycobacterial gene cluster associated with resistance against FAS-II antibiotics	Mycobacterial FadE proteins Acyl-CoA dehydrogenase	Mycobacterial FadD proteins (fatty acid CoA- and AMP- ligases)	MexXY System of Pseudomonas aeruginosa	Heme and heme d1 biosynthesis from siroheme	Malonate decarboxylase	Salmochelin-mediated Iron Acquisition	Potential DNA repair cluster	Type III secretion system	Cholera toxin	Beta-lactamases Ambler class D	Pseudomonadaceae	Cytochrome c oxidase EC 1.9.3.1	ABC-type iron transport system	Aestuariirhabdaceae	Geothermobacteraceae	CMP-pseudaminic acid synthesis	Biogenesis of cbb3-type cytochrome c oxidases	Adenylylsulfate reductase	Coenzyme PQQ synthesis	Marinobacteraceae	Colwelliaceae	Acyclic terpene utilization	Pseudomonas Culture	N12M_Pseudomonas aeruginosa	N12M_mucoid	N12M_non_mucoid
670829_20171001_S	18.8324772826516	0.0	0.0	464.534439638739	0.0	4.7081193206629	0.0	0.0	0.0	0.0	0.0	59.6361780617301	0.0	117.702983016572	2.09249747585018	111.425490589022	25.1099697102021	0.0	18.8324772826516	0.0	0.0	5.23124368962544	240.63720972277	0.0	215.527240012568	4.7081193206629	0.0	0.0	1899.2355980238267	13.6012335930262	0.0	0.0	0.0	6.27749242755053	13.6012335930262	0.0	0.0	10.76054163186304	0.0	0.0	0.0	0.0	0.0	0.0
670829_20171005_S	6.70091767038983	0.0	0.0	256.549419380639	1.91454790582567	0.957273952912833	0.0	1.91454790582567	0.0	0.0	1.91454790582567	22.0173009169952	0.0	99.0778541264783	0.0	99.0778541264783	11.487287434954	1.91454790582567	47.8636976456417	0.0	0.0	2.8718218587385	227.352563816798	0.0	348.766810177909	0.957273952912833	0.0	0.0	2261.917751946443	5.743643717477	1.91454790582567	0.0	0.0	0.0	4.78636976456417	0.0	0.957273952912833	3.423258043051749	3.851165298433217	1.91454790582567	0.0	0.0	0.0	0.0
670829_20180201_S	0.0	1.3364884984091	2.67297699681821	5.34595399363642	0.0	0.0	2.67297699681821	2.67297699681821	0.0	2.67297699681821	1.3364884984091	2.67297699681821	0.0	5.34595399363642	0.0	2.67297699681821	2.67297699681821	1.3364884984091	2.67297699681821	0.0	0.0	0.890992332272737	204.037244090457	0.0	130.08488051182	0.0	0.0	0.0	2779.984935431163	10.6919079872728	0.0	0.0	0.0	2.67297699681821	8.01893099045463	1.3364884984091	3.34122124602276	12.40449401035224	1.3782771122613595	10.6919079872728	0.0	1.0	0.0	1.0
673895_20180122_S	330.604381866805	0.0	470.475466502761	50.8622125948931	0.0	144.957305895445	113.592274795261	0.0	5.08622125948931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.1724425189786	0.0	0.0	0.0	0.0	0.0	484.038723194732	0.0	89.8565755843111	144.957305895445	0.0	10.1724425189786	4477.302815929045	275.503651555671	218.70751415804	0.0	0.0	518.794568467909	8.47703543248218	0.0	195.819518490338	42.64097919932424	4.06104563803088	0.0	0.0	0.0	0.0	1.0
673895_20180205_S	33.685063948808	3.3685063948808	0.0	13.4740255795232	0.0	18.5267851718444	6.73701278976159	0.0	0.0	0.0	3.3685063948808	0.0	0.0	5.05275959232119	0.0	5.05275959232119	26.9480511590464	0.0	6.73701278976159	3.3685063948808	0.0	0.0	363.798690647126	0.0	159.442636024358	11.7897723820828	0.0	0.0	3929.303671342071	19.0882029043245	13.4740255795232	0.0	0.0	33.685063948808	8.98268371968212	3.3685063948808	15.1582787769636	0.0	1.1975933164712194	3.3685063948808	0.0	0.0	0.0	1.0
676138_20171001_S	322.805898446508	0.0	0.0	390.765034961562	8.49489206438178	2.12372301609545	0.0	0.0	0.0	0.0	4.24744603219089	530.930754023861	0.0	648.797381417159	0.0	647.735519909111	82.8251976277224	0.0	19.113507144859	0.0	404.569234566182	0.0	151.492241814808	0.0	1017.97123238175	2.12372301609545	0.0	0.0	12047.610214446408	967.00187999546	0.0	0.0	0.0	0.0	592.164767654613	0.0	465.095340524903	29.01132056893837	2.6373927789943976	80.7014746116269	0.0	1.0	0.0	0.0
676138_20171009_S	24.3314712906698	0.0	0.0	23.2735812345538	0.0	0.0	0.0	0.0	0.0	2.11578011223216	2.11578011223216	46.5471624691075	0.0	39.670877104353	0.0	38.6129870482369	7.40523039281256	0.0	2.11578011223216	0.0	21.1578011223216	0.0	169.438723987926	0.0	200.64648064335	0.0	0.0	0.0	872.3854012113554	53.5997628432147	1.05789005611608	0.0	0.0	0.0	41.4340271978798	0.0	23.2735812345538	2.455118389900625	0.0	22.2156911784377	0.0	1.0	0.0	0.0
676138_20180130_S	61.7322730266212	0.649813400280223	0.0	90.324062638951	0.0	0.0	0.0	1.29962680056045	0.0	0.0	0.0	102.670517244275	0.0	164.077883570756	0.0	156.280122767394	17.544961807566	1.29962680056045	12.9962680056045	0.0	77.6527013334866	0.866417867040297	236.965286635521	0.0	318.841775070829	0.0	0.0	0.0	3304.130926541151	196.027042417867	0.0	0.0	0.0	0.0	120.323781285221	0.0	100.071263643154	8.193928242662336	1.1301969989879086	36.3895504156925	0.0	1.0	0.0	0.0
676138_20180323_S	164.734637167189	0.0	0.0	152.826109179199	0.0	0.0	0.661584888221641	0.0	0.0	0.0	0.0	218.323013113142	0.0	293.743690370409	0.0	287.789426376414	57.5578852752828	0.0	25.801810640644	0.0	180.612674484508	1.32316977644328	139.594411414766	0.0	582.194701635045	0.0	0.0	0.0	5532.915334714231	474.687157299028	0.0	0.0	0.0	3.96950932932985	302.013501473179	0.0	291.758935705744	13.161856282400787	1.6452320353000984	55.5731306106179	1.0	1.0	0.0	0.0
676138_20180405_S	5.64049103139719	0.433883925492091	0.0	24.7313837530492	0.0	0.433883925492091	0.0	0.0	0.0	0.0	0.0	9.11156243533392	0.0	10.4132142118102	0.0	9.54544636082601	2.60330355295255	0.867767850984183	0.0	0.0	5.64049103139719	0.0	66.6734965506181	0.0	201.611397378658	0.433883925492091	0.0	0.867767850984183	640.5327448631085	11.0640401000483	0.0	0.0	0.0	0.0	7.80991065885764	0.0	4.33883925492091	3.483996436568445	2.090397861941067	58.1404460159402		1.0	0.0	0.0
698564_20171001_S	229.810780916186	229.810780916186	229.810780916186	631.979647519511	0.0	57.4526952290464	191.508984096821	3791.87788511706	0.0	0.0	0.0	229.810780916186	0.0	229.810780916186	0.0	229.810780916186	1781.03355210044	114.905390458093	172.358085687139	0.0	0.0	0.0	593.677850700146	0.0	727.734139567921	57.4526952290464	0.0	0.0	25047.5249030492	976.695818893789	0.0	0.0	0.0	114.905390458093	545.800604675941	0.0	114.905390458093	45.62390692722987	30.41593795148658	689.432342748557	1.0	1.0	0.0	0.0
698564_20180215_S	0.0	0.0	0.0	0.0	0.0	5.50944152994989	0.0	11.0188830598998	0.0	0.0	22.0377661197996	22.0377661197996	0.0	24.7924868847745	0.0	8.26416229492484	5.50944152994989	0.0	0.0	0.0	0.0	0.0	213.031739158063	0.0	198.339895078196	5.50944152994989	0.0	11.0188830598998	11608.72197229575	16.5283245898497	0.0	0.0	0.0	11.0188830598998	11.0188830598998	0.0	0.0	11.869858867378069	0.0	11.0188830598998	0.0	1.0	0.0	0.0
698564_20181205_S	63.8586295796594	0.0	107.517080414733	41.7035948275326	0.0	0.0	38.6627077046917	929.208222250962	0.0	0.0	0.0	0.0	0.0	7.16780536098217	0.0	5.21294935344158	334.931995958622	0.0	3.90971201508119	0.0	0.0	0.0	500.877550376512	7.81942403016237	115.988123114075	0.0	0.0	0.0	8266.862319665088	78.8458589708039	0.0	0.0	0.0	0.0	30.6260774514693	0.0	1.3032373383604	17.65585213027665	0.6539204492695055	5.21294935344158	1.0	1.0	0.0	0.0
698917_20171207_S	203.730643909731	399.625493822933	78.357939965281	611.191931729192	0.0	266.416995881956	245.521545224547	783.579399652811	31.3431759861124	219.402231902787	109.701115951393	94.0295279583373	219.402231902787	235.073819895843	211.566437906259	172.387467923618	720.893047680586	219.402231902787	532.833991763911	125.37270394445	70.522145968753	26.1193133217603	255.969270553251	0.0	449.252189134278	235.073819895843	0.0	0.0	41976.63488653149	394.401631158581	62.6863519722248	0.0	0.0	0.0	378.730043165525	54.8505579756967	164.55167392709	26.856452262656106	0.0	329.10334785418	0.0	1.0	0.0	0.0
698917_20180119_S	0.0	44.1765011096188	0.0	176.706004438475	88.3530022192375	0.0	88.3530022192375	176.706004438475	0.0	0.0	0.0	0.0	0.0	265.059006657713	44.1765011096188	176.706004438475	132.529503328856	44.1765011096188	0.0	0.0	0.0	0.0	242.970756102903	0.0	574.294514425044	0.0	0.0	0.0	11373.039545848167	176.706004438475	88.3530022192375	0.0	0.0	88.3530022192375	176.706004438475	44.1765011096188	176.706004438475	38.4874434715674	0.0	176.706004438475	0.0	1.0	0.0	0.0
698917_20180128_S	392.963042387241	0.0	0.0	785.926084774483	0.0	235.777825432345	0.0	628.740867819586	0.0	0.0	0.0	0.0	0.0	471.55565086469	0.0	157.185216954897	0.0	0.0	0.0	0.0	0.0	26.1975361591494	170.283985034471	0.0	157.185216954897	235.777825432345	0.0	0.0	6464.793462442628	288.172897750644	157.185216954897	0.0	0.0	0.0	288.172897750644	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
698917_20180329_S	0.0	0.0	0.0	1194.07313271483	0.0	0.0	0.0	597.036566357416	0.0	0.0	597.036566357416	0.0	0.0	1194.07313271483	0.0	597.036566357416	1492.59141589354	0.0	0.0	0.0	0.0	0.0	348.271330375159	0.0	1791.10969907225	0.0	0.0	0.0	33060.639284810655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	168.67673104495233	0.0	0.0	0.0	1.0	0.0	0.0
701099_20180504_S	8.29153252083006	0.0	0.0	78.7695589478856	0.0	0.0	3.22448486921169	0.0	0.0	0.0	0.0	6.90961043402505	0.0	9.67345460763507	1.38192208680501	8.29153252083006	5.52768834722004	2.76384417361002	142.337974940916	0.0	1.38192208680501	1.84256278240668	401.678686564656	0.0	269.014166231375	0.0	0.0	0.0	894.0178903282663	22.1107533888802	0.0	0.0	0.0	2.76384417361002	13.8192208680501	0.0	0.0	2.215657720763981	0.0	2.76384417361002	0.0			
701099_20180517_S	0.0	0.0	0.0	96.4655532918499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.2338204756634	0.0	26.2731384981868	11.7640918648597	0.0	0.0	0.0	0.0	0.0	217.504987368074	0.0	214.106471940447	0.0	0.0	0.0	1044.8422918703886	7.18916725074762	1.5685455819813	0.0	0.0	1.5685455819813	4.83634887777567	0.0	0.0	8.167935364840435	1.30686965837447	23.5281837297195	0.0			
715927_20180205_S	8.15381489290975	0.0	1.81195886509106	57.0767042503683	0.0	0.905979432545528	0.603986288363685	0.0	0.0	0.0	0.0	0.0	0.0	61.6066014130959	0.0	64.7775294270053	2.71793829763658	0.905979432545528	96.9397992823715	0.0	0.0	0.603986288363685	205.657331187835	0.0	220.153002108563	0.905979432545528	0.0	0.0	2192.428463617264	10.8717531905463	0.0	0.0	0.3978277016180846	1.81195886509106	12.6837120556374	0.0	0.0	4.773932419417015	0.7956554032361692	22.6494858136382	0.0	0.0	0.0	0.0
715927_20180213_S	1.45584895994094	0.0	0.0	98.997729275984	0.0	2.54773567989665	0.0	0.0	0.0	0.0	0.0	1.45584895994094	0.0	109.552634235556	0.0	103.729238395792	1.45584895994094	1.45584895994094	209.642250231495	0.0	0.0	1.45584895994094	128.721312208112	0.0	251.619228576459	2.54773567989665	1.45584895994094	0.0	1002.5484745611714	4.24622613316108	0.0	0.0	0.0	4.36754687982282	3.51830165319061	0.0	0.0	0.6101938372253022	0.6101938372253022	51.6826380779034	1.0	0.0	0.0	0.0
717449_20180606_S	5.77938494216743	0.0	0.0	46.2350795373394	0.0	0.0	27.9336938871426	0.0	0.0	0.0	0.0	11.5587698843349	0.0	2.88969247108371	7.22423117770929	2.88969247108371	5.77938494216743	26.0072322397534	135.815546140935	11.5587698843349	0.0	0.0	272.112707693716	0.0	68.3893884823146	0.0	0.0	0.0	3353.805600817372	24.5623860042116	0.0	0.0	0.0	11.5587698843349	17.3381548265023	0.0	0.0	0.0	7.596388676823038	37.5660021240883	0.0			
720054_20170925_S	275.590318936609	4.28782674441683	0.0	69.3848327732905	1.55920972524248	0.19490121565531	0.389802431310621	2.33881458786373	0.0	0.0	0.0	96.671002965034	0.0	522.335257956232	0.0	442.035957106244	4.67762917572745	0.0	174.241686795848	0.0	0.19490121565531	0.779604862621242	216.40531644928	8.96545592014428	435.149447486423	0.19490121565531	0.0	0.0	3539.684847912212	49.3749746326787	56.9111549713507	0.0	0.0	1.55920972524248	50.9341843579211	4.28782674441683	0.0	170.14699076039096	4.798071322961134	4.67762917572745	0.0	0.0	0.0	0.0
720054_20171120_S	134.471438821983	2.26002418188207	0.0	82.4908826386957	4.52004836376415	1.13001209094104	1.50668278792138	6.78007254564622	0.0	0.0	0.0	151.421620186099	2.26002418188207	225.437412142737	0.0	183.626964777919	2.26002418188207	0.0	152.55163227704	0.0	0.0	1.13001209094104	255.382732552674	2.26002418188207	601.166432380632	1.13001209094104	0.0	0.0	2853.994764224409	127.879701624827	18.0801934550566	0.0	0.0	2.26002418188207	139.744828579708	2.26002418188207	2.26002418188207	52.29562249395234	4.660005964807636	3.39003627282311	0.0	0.0	0.0	0.0
748160_20180321_S	2.52868833034899	0.0	0.0	166.893429803033	0.0	0.0	6.74316888093064	0.0	0.0	0.0	0.0	0.0	0.0	21.4938508079664	0.0	26.5512274686644	17.7008183124429	5.05737666069798	0.0	0.0	0.0	5.90027277081431	88.5040915622146	0.0	557.99722489701	0.0	0.0	0.0	783.7254061504585	3.79303249552348	5.05737666069798	0.0	0.0	5.05737666069798	5.05737666069798	0.0	0.0	0.0	0.0	7.58606499104697	1.0	1.0	0.0	0.0
748160_20180329_S	2.81879996759186	0.0	0.0	197.31599773143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.45639990277559	2.81879996759186	8.45639990277559	11.2751998703675	0.0	0.0	0.0	0.0	0.0	85.9733990115518	0.0	616.377592913421	0.0	0.0	0.0	616.567703767588	52.1477994004495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.619591911615209	0.0	0.0	0.0	1.0	0.0	0.0
748699_20180329_S	14.1245533323704	5.88523055515433	0.588523055515433	191.269993042516	0.0	0.588523055515433	0.392348703676956	4.70818444412347	0.0	0.588523055515433	0.0	17.0671686099476	1.17704611103087	27.3663220814677	0.980871759192389	22.6581376373442	5.88523055515433	0.0	29.4261527757717	0.0	1.17704611103087	0.392348703676956	260.813800769256	1.17704611103087	445.708127377022	0.588523055515433	0.0	0.588523055515433	2512.8117161312657	43.4526189322228	0.0	0.0	0.0	1.17704611103087	43.4526189322228	4.70818444412347	0.588523055515433	4.43176669511687	3.388998060971725	2.35409222206173	0.0	1.0	1.0	0.0
748699_20180410_S	3.04911243513173	20.5815089371392	6.09822487026347	416.203847395481	4.5736686526976	30.4911243513173	11.6882643346716	53.3594676148053	4.5736686526976	13.7210059580928	6.09822487026347	15.2455621756587	10.6718935229611	57.9331362675029	9.1473373053952	57.9331362675029	64.0313611377664	7.62278108782933	3.04911243513173	4.5736686526976	6.09822487026347	0.0	130.603649304809	3.04911243513173	253.076332115934	18.2946746107904	0.0	3.04911243513173	4044.863726693208	35.8270711127979	6.09822487026347	0.0	1.315188986081355	0.0	32.7779586776661	5.33594676148053	15.2455621756587	17.097456819057612	0.0	91.473373053952	0.0	1.0	1.0	0.0
748699_20190101_S	0.0	0.0	0.0	70.4542119818329	0.0	2.70977738391665	0.0	5.4195547678333	0.0	0.0	0.0	5.4195547678333	0.0	0.0	0.0	0.0	16.2586643034999	0.0	0.0	0.0	0.0	1.80651825594443	207.74959943361	0.0	222.201745481165	2.70977738391665	0.0	0.0	2608.76415011283	14.9037756115416	0.0	0.0	0.0	5.4195547678333	17.6135529954582	0.0	0.0	4.633684103219947	0.0	5.4195547678333	1.0	1.0	1.0	0.0
748699_20190109_S	2.13299628470899	0.0	0.0	6.39898885412697	0.0	1.0664981423545	0.0	0.0	0.0	1.0664981423545	0.0	0.0	0.0	22.9297100606216	0.0	20.7967137759127	14.9309739929629	0.0	0.0	0.0	1.0664981423545	0.710998761569663	221.831613609735	0.0	79.9873606765871	1.0664981423545	0.0	0.0	3922.4973726668554	2.13299628470899	1.0664981423545	0.0	0.0	0.0	2.13299628470899	0.0	0.0	0.9867917918658752	2.466979479664688	1.0664981423545	1.0	1.0	1.0	0.0
748699_20190114_S	0.0	0.0	0.0	10.0771687388254	0.0	0.0	0.0	5.03858436941271	0.0	0.0	0.0	0.0	0.0	37.7893827705953	0.0	35.270090585889	5.03858436941271	0.0	0.0	0.0	0.0	0.0	212.040425546118	0.0	159.555171698069	0.0	0.0	0.0	2422.942525668721	4.19882030784392	0.0	0.0	0.0	5.03858436941271	1.67952812313757	0.0	0.0	1.026235716081627	3.0787071482448805	12.5964609235318	1.0	1.0	1.0	0.0
752797_20170918_S	14.9169980050584	0.0	0.0	42.2648276809989	4.97233266835281	0.0	3.31488844556854	27.3478296759405	0.0	9.94466533670562	0.0	9.94466533670562	0.0	12.430831670882	0.0	7.45849900252922	14.9169980050584	9.94466533670562	52.2094930177045	2.48616633417641	0.0	0.0	224.169331131573	0.0	864.357162181997	0.0	0.0	4.97233266835281	7710.197293590443	32.3201623442933	0.0	0.0	0.0	9.94466533670562	32.3201623442933	0.0	0.0	14.355852881219672	0.0	14.9169980050584	0.0	0.0	0.0	0.0
752797_20170927_S	0.0	5.88058514174396	0.0	152.895213685343	0.0	0.0	23.5223405669758	47.0446811339517	0.0	0.0	11.7611702834879	47.0446811339517	0.0	35.2835108504638	0.0	23.5223405669758	23.5223405669758	0.0	23.5223405669758	23.5223405669758	0.0	0.0	245.024380905998	0.0	654.705145780828	0.0	0.0	0.0	2945.8637175834256	78.4078018899195	23.5223405669758	0.0	0.0	0.0	78.4078018899195	5.88058514174396	23.5223405669758	8.780517787133908	21.951294467834767	23.5223405669758	0.0	0.0	0.0	0.0
752797_20180306_S	0.0	0.0	0.0	16.7824116633638	0.0	0.0	0.279706861056064	0.0	0.0	0.839120583168192	0.0	0.0	0.0	1.67824116633638	0.0	1.67824116633638	0.839120583168192	0.0	0.0	0.0	0.839120583168192	0.0	254.952803852602	0.0	148.804050081826	0.0	0.0	0.0	3513.518001500275	4.61516320742506	0.0	0.0	0.0	0.0	1.67824116633638	0.0	0.0	1.082970718637709	1.082970718637709	0.0	0.0	0.0	0.0	0.0
753522_20180606_S	9.94033905535644	10.6858644845082	0.0	470.178037318359	0.0	1.49105085830347	1.32537854071419	0.0	0.0	0.994033905535644	0.0	43.2404748908005	0.0	45.7255596546396	0.0	43.4889833671844	32.8031188826762	0.0	42.7434579380327	0.0	0.0	8.44928819705297	314.611731102031	0.0	100.066079823921	0.497016952767822	0.0	0.994033905535644	2726.6651380413077	3.47911866937475	2.98210171660693	0.0	0.4439376649367155	3.97613562214257	4.22464409852649	10.6858644845082	0.0	8.212846801329238	0.0	5.46718648044604	0.0	0.0	0.0	0.0
756934_20181205_S	0.0	0.0	0.0	679.415537827694	2.97337215679516	0.0	0.0	0.0	0.0	0.0	0.0	5.94674431359032	0.0	4.46005823519274	0.0	4.46005823519274	10.4068025487831	0.0	0.0	0.0	0.74334303919879	0.0	218.790634537511	0.0	229.940780125492	0.0	0.0	0.0	469.7423209314793	4.46005823519274	0.0	0.0	0.0	0.0	4.46005823519274	0.0	0.0	0.5184793829265777	0.0	1.48668607839758	0.0	1.0	0.0	0.0
756934_20181218_S	0.0	0.997773632060007	0.0	82.8152114609806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.4588121931101	0.997773632060007	18.4588121931101	16.9621517450201	0.0	0.0	0.0	0.0	0.0	239.798262905088	1.99554726412001	400.772408877436	0.0	0.0	0.0	2577.955247704286	1.66295605343334	0.0	0.0	0.0	0.0	1.66295605343334	0.997773632060007	0.0	0.8684370044481343	0.4342185022240671	1.99554726412001	0.0	1.0	0.0	0.0
763742_20170925_S	36.3539548079186	0.0	0.0	50.3362451186565	0.0	0.0	0.0	5.59291612429517	0.0	0.0	0.0	33.557496745771	0.0	19.5752064350331	0.0	22.3716644971807	11.1858322485903	5.59291612429517	114.654780548051	0.0	0.0	1.86430537476506	258.672370748652	2.79645806214759	314.135455647912	0.0	0.0	5.59291612429517	2110.180412371134	164.524949323016	0.0	0.0	0.0	11.1858322485903	161.728491260869	0.0	6.99114515536896	9.204712812960237	0.0	11.1858322485903	0.0	0.0	0.0	0.0
763742_20180129_S	299.059448859741	0.0	0.0	90.3599868487254	3.21076095401562	0.458680136287946	1.83472054515178	0.0	0.0	0.917360272575892	0.0	22.9340068143973	0.0	588.027934721147	0.0	480.926122897912	0.0	0.0	89.9013067124374	0.0	0.0	2.75208081772768	313.890106599718	0.0	133.32302628103	0.458680136287946	0.0	0.0	1794.8785112260505	44.1097397730242	50.4548149916741	0.0	0.0	0.0	48.9258812040476	0.0	0.688020204431919	194.84143695056025	2.2163969042979965	0.458680136287946	0.0	0.0	0.0	0.0
768745_20171123_S	16.0328044841788	0.0	0.0	161.171876656745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.75065451965424	0.0	23.2053749113114	0.0	22.7834590038331	6.75065451965424	0.0	10.9698135944381	0.42191590747839	0.0	0.56255454330452	346.533598675584	0.0	137.544585837955	0.0	0.0	0.0	1587.7656531852958	33.7532725982712	1.68766362991356	0.0	0.3851930260032256	1.68766362991356	29.9560294309657	0.0	1.68766362991356	9.244632624077417	0.3851930260032256	22.7834590038331	0.0			
768745_20171206_S	2.59228314812617	0.864094382708724	0.432047191354362	80.3607775919114	0.864094382708724	0.864094382708724	0.432047191354362	3.4563775308349	0.0	0.0	0.864094382708724	4.32047191354362	0.864094382708724	8.20889663573288	0.0	5.18456629625235	2.59228314812617	0.0	2.59228314812617	0.864094382708724	0.432047191354362	0.0	262.540676613001	0.0	148.336202364998	0.864094382708724	0.0	0.864094382708724	1900.9689367452104	10.1531089968275	0.0	0.0	0.0	5.18456629625235	9.50503820979597	0.0	0.0	8.265082333674828	1.5376897364976423	15.1216516974027	0.0			
768745_20190228_BAL	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	720.372741438497	0.0	0.0	0.0	0.0	0.0	360.186370719249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16891.891891891893	840.43486501158	0.0	0.0	0.0	0.0	840.43486501158	0.0	0.0	0.0	0.0	0.0	0.0			
768745_20190228_S	258.735729608252	0.0	0.0	243.575432951519	22.2351017632092	0.0	1.01068644378224	1.01068644378224	0.0	0.0	0.0	2.02137288756447	0.0	524.293592712035	0.0	474.264613744814	1.01068644378224	0.0	119.766343588195	1.26335805472779	0.0	0.336895481260745	239.616911046705	1.01068644378224	157.835532970659	0.0	0.0	1.01068644378224	3149.4317378316787	87.3401535168482	32.3419662010315	0.0	0.4970694030668685	1.01068644378224	88.0981683496849	0.0	1.26335805472779	172.23454816266994	2.2368123138009084	7.58014832836677	0.0			
770560_20181211_S	95.1628047205279	0.0	0.0	35.3461846104818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	208.678436065729	0.0	170.613314177518	0.0	0.0	154.979424830574	3.39867159716171	1.35946863886468	0.0	260.11166623611	0.0	246.063823634508	0.0	0.0	0.0	1723.6041485574117	30.5880443744554	8.15681183318811	0.0	0.0	2.71893727772937	29.9083100550231	0.0	0.0	60.72802181445803	1.1907455257736868	8.15681183318811	0.0	0.0	0.0	0.0
770560_20181218_S	5.80297736233393	0.0	0.0	16.8286343507684	0.0	0.0	0.0	0.0	0.0	0.0	0.580297736233393	0.0	0.0	8.41431717538419	0.0	7.25372170291741	0.580297736233393	0.0	2.32119094493357	0.0	0.0	0.0	292.760207929747	0.0	72.5372170291741	0.0	0.0	0.0	1891.5981674842535	6.86685654542848	0.0	0.0	0.0	0.0	7.44715428166187	0.0	0.870446604350089	3.602586657219884	0.9606897752586356	6.96357283480071		0.0	0.0	0.0
770560_20190109_S	3.86952323286391	0.0	0.0	129.629028300941	0.0	1.93476161643196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.73904646572783	0.0	1.93476161643196	0.0	0.0	0.0	0.0	0.0	0.0	185.414654908063	0.0	447.574853934593	1.93476161643196	0.0	0.0	8315.438342535046	12.2534902374024	0.0	0.0	0.0	0.0	6.44920538810652	0.0	0.0	2.990806261551989	0.9969354205173298	0.0	0.0	0.0	0.0	0.0
770590_20170925_S	0.0	3.70282242091585	0.0	2.27865995133283	1.13932997566642	1.99382745741623	0.0	0.0	0.284832493916604	0.0	1.13932997566642	0.0	0.0	38.7372191726581	0.0	37.0282242091585	2.27865995133283	1.13932997566642	0.0	0.0	0.0	0.0	147.828064342717	0.0	990.45752551267	1.99382745741623	0.0	0.0	2000.8255443676555	1.13932997566642	1.13932997566642	0.0	0.0	0.0	0.0	2.56349244524943	0.0	5.110976332772262	0.0	1.13932997566642	0.0	0.0	0.0	0.0
770590_20180115_S	68.5203764526517	2.12796200163515	0.0	48.0919412369543	0.851184800654059	0.0	0.0	0.851184800654059	0.0	0.851184800654059	0.0	0.425592400327029	0.0	151.93648691675	0.0	132.784828902033	0.851184800654059	0.0	32.3450224248542	0.0	0.0	0.283728266884686	270.251174207664	0.0	379.060964557941	0.0	0.0	0.0	4139.912939451609	10.8526062083392	16.1725112124271	0.0	0.0	0.0	12.5549758096474	2.12796200163515	0.0	52.13444797579052	1.3929050985898228	3.83033160294326	0.0	0.0	0.0	0.0
773911_20171213_S	2.02125555226268	0.0	0.0	106.115916493791	0.0	0.0	0.0	2.02125555226268	0.0	1.01062777613134	0.0	0.0	2.02125555226268	11.1169055374447	0.0	11.1169055374447	2.02125555226268	0.0	1.01062777613134	0.0	0.0	1.01062777613134	232.444388510208	0.0	302.514580988647	0.0	0.0	0.0	2959.630287419286	12.2959712762646	0.0	0.0	0.0	0.0	11.2853435001333	0.0	0.0	0.8463340827621637	2.539002248286491	0.0	0.0	1.0		
773911_20180130_S	8.84279413233445	0.0	0.0	857.751030836442	0.0	2.94759804411148	1.96506536274099	0.0	0.0	0.0	0.0	0.0	0.0	48.6353677278395	0.0	46.4246691947559	5.89519608822297	2.94759804411148	328.65718191843	0.0	0.0	5.40392974753772	229.912647440696	0.0	144.432304161463	2.94759804411148	0.0	2.94759804411148	2100.5671592092585	3.93013072548198	2.94759804411148	0.0	0.0	0.0	3.93013072548198	0.0	0.0	1.8228815382203567	1.2152543588135714	2.94759804411148	0.0	1.0		
777599_20180306_S	0.0	20.1931756105287	0.0	161.54540488423	0.0	0.0	0.0	0.0	0.0	80.7727024421148	0.0	0.0	0.0	70.6761146368504	0.0	70.6761146368504	0.0	0.0	0.0	0.0	0.0	0.0	588.967621973754	0.0	309.628692694773	0.0	0.0	0.0	1824.5890202672483	20.1931756105287	0.0	0.0	0.0	0.0	20.1931756105287	20.1931756105287	0.0	35.776255299357814	0.0	0.0	0.0	1.0	0.0	0.0
