	Rhamnolipids in Pseudomonas	Aestuariirhabdaceae	Colwelliaceae	Trans-envelope signaling system VreARI in Pseudomonas	mag_3096	Salmochelin-mediated Iron Acquisition	Biogenesis of cbb3-type cytochrome c oxidases	Marinobacteraceae	Siderophore Pyoverdine	Pseudomonadaceae	Sulfur transfer pathway CsdAEL	Two partner secretion pathway (TPS)	Beta-lactamases Ambler class D	Adenylylsulfate reductase	Type 4 conjugative transfer system, IncI1 type	Sulfate assimilation related cluster	ABC-type iron transport system	Acyclic terpene utilization	Stress proteins YciF, YciE	Type III secretion system	Type III secretion systems	mag_118	CMP-pseudaminic acid synthesis	Phenazine biosynthesis	Heme and heme d1 biosynthesis from siroheme	Geothermobacteraceae	Outer membrane porins in Pseudomonas and Acinetobacter	Potential DNA repair cluster	mag_2909	Extracellular matrix proteins (PSL) involved in mannose-rich biofilm formation in Pseudomonas	Cytochrome c oxidase EC 1.9.3.1	Proteasome bacterial	L-2-amino-4-methoxy-trans-3-butenoic acid synthesis	mag_457	mag_129	Cholera toxin	Extracellular matrix proteins (PEL) involved in glucose-rich biofilm formation in Pseudomonas	Malonate decarboxylase	mag_12	Mycobacterial FadD proteins (fatty acid CoA- and AMP- ligases)	Mycobacterial FadE proteins Acyl-CoA dehydrogenase	mag_167	Mycobacterial gene cluster associated with resistance against FAS-II antibiotics	Pseudomonas Culture	N12M_Pseudomonas aeruginosa	N12M_mucoid	N12M_non_mucoid
1447437_20171006_S	7.00312283837201	0.0	0.4311653191313226	21.009368515116	0.1045	2.6261710643895	18.0914006657943	12.503794254808357	3.501561419186	4810.942630867298	32.3894431274705	109.423794349563	0.0	17.50780709593	3.501561419186	17.50780709593	5.25234212877901	20.1339781603195	0.0	14.006245676744	15.757026386337	0.2439	5.25234212877901	2.6261710643895	0.583593569864334	0.4311653191313226	41.1433466754355	158.445654218167	0.07192	3.501561419186	19.8421813753874	3175.47851202431	0.0	0.2998	0.015895	0.0	12.255464967151	214.908332102541	0.4139	0.875390354796501	81.4113029960746	0.4337	0.0	1.0	1.0		
1465461_20180406_S	0.0	0.0	0.6412247221199231	72.6610995823604	0.05018	0.0	4.52113508512465	25.43524731075695	1.29175288146418	2015.3693016229183	226.702630696964	331.334614095563	0.968814661098138	13.3212015900994	45.5342890716125	13.3212015900994	13.0789979248249	9.68814661098138	0.968814661098138	1.93762932219628	1.93762932219628	0.0	0.968814661098138	1.45322199164721	4.03672775457558	0.4274831480799487	42.6278450883181	426.601389103547	0.0	1.93762932219628	7.18537540314452	3337.56650748309	0.484407330549069	0.03449	0.2411	0.0	4.35966597494162	321.081325598941	0.11	0.0	239.29722129124	0.05804	0.968814661098138	1.0	1.0		
1470026_20180502_S	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.917657115679796	0.0	404.3022143381549	8.04010996458404	78.3910721546944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.01002749114601	2.01002749114601	0.0	0.0	0.0	1.34001832743067	0.0	22.1103024026061	170.852336747411	0.0	0.0	6.03008247343803	3159.76321608153	0.0	0.0	0.0	0.0	0.0	209.7128682429	0.0	0.0	4.02005498229202	0.0	0.0	0.0	0.0	0.0	0.0
1565754_20171128_S	14.331733006853	0.9499427659483516	8.549484893535164	122.843425773026	8.882	18.4265138659539	413.572866769186	86.44479170129999	30.7108564432564	13977.457858164044	321.440297439417	337.819420875821	8.18956171820171	12.2843425773026	16.3791234364034	40.9478085910086	36.8530277319077	40.9478085910086	28.663466013706	67.5638841751641	71.658665034265	2.392	24.5686851546051	26.2748438458972	0.0	0.9499427659483516	235.449899398299	288.68205056661	0.3219	63.4691033160633	370.577667748628	3493.87176802781	4.09478085910086	6.174	0.030205	26.6160755841556	77.8008363229163	209.51628729066	3.463	10.2369521477521	378.767229466829	1.587	0.0	1.0	1.0	1.0	
1565754_20180403_S	152.230034079595	0.0	5.650707186004329	888.008532130969	40.12	44.4004266065484	431.318429892185	62.15777904604761	186.058930541727	57987.557142776415	133.201279819645	1167.09692794356	114.172525559696	50.7433446931982	6.34291808664978	272.74547772594	69.7720989531475	418.632593718885	82.4579351264471	313.974445289164	358.374871895712	5.834	12.6858361732996	189.230389585052	8.45722411553304	5.650707186004329	1271.75507637328	814.007821120055	5.125	272.74547772594	431.318429892185	4129.239674409	38.0575085198987	30.51	0.834	69.7720989531475	513.776365018632	359.432024910154	18.18	79.2864760831222	196.630460686143	7.929	50.7433446931982	1.0	1.0	1.0	
1586713_20180309_S	0.0	0.0	4.973531045402477	0.0	0.0	0.0	0.376297937597734	0.5328783262931225	0.0	5851.892153242306	0.0	14.2993216287139	0.752595875195469	0.0	0.0	0.0	0.0	0.376297937597734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0865291731823	0.0	0.0	0.376297937597734	2558.2615287582	0.0	0.0	0.00883	0.0	1.50519175039094	249.924546887829	0.0	0.0	0.752595875195469	0.0	0.0	0.0	1.0		
1593967_20180424_S	47.1108471764173	0.0	6.944444444444445	345.479545960393	19.61	22.4337367506749	292.386368983796	94.24603174603176	99.456232927992	25366.071428571428	170.496399305129	513.732571590455	22.4337367506749	13.4602420504049	13.4602420504049	71.7879576021596	33.6506051260123	118.898804778577	22.4337367506749	117.777117941043	126.750612641313	4.244	6.73012102520246	65.8056278019797	6.73012102520246	0.0	435.214492963093	278.178335708369	2.068	62.8144629018897	292.386368983796	3676.88945343561	8.97349470026995	16.92	0.4075	13.4602420504049	139.089167854184	315.567896959493	7.45	19.0686762380736	217.607246481546	3.531	33.6506051260123	1.0	1.0	0.0	0.0
1593973_20180427_S	8.9877719757312	0.0	2.535298396170235	67.408289817984	0.1777	3.85190227531337	27.926291496022	10.14119358468094	6.63383169637303	5760.47965592057	14.7656253887013	283.756800948085	1.28396742510446	5.13586970041783	1.28396742510446	12.8396742510446	4.4938859878656	30.815218202507	4.4938859878656	23.1114136518802	26.3213322146414	0.555	1.28396742510446	17.868546666037	1.06997285425371	0.5633996435933855	50.7167132916261	279.690904101921	0.2066	24.3953810769847	28.8892670648503	4326.32823888947	3.53091041903726	0.1425	1.9705	0.0	47.5067947288649	321.09885356154	1.018	6.41983712552229	16.691576526358	1.079	5.13586970041783	1.0	1.0	0.0	0.0
1593973_20180504_S	17.3876818674377	0.2974515983041095	3.123241782193149	93.0562974016574	0.4313	3.21994108656254	40.7322547450161	8.179918953363009	14.2750721504273	8833.122663238833	9.65982325968762	238.91962862294	4.82991162984381	7.56686155342197	2.89794697790629	27.2085021814535	11.5917879116251	35.0973578435317	5.31290279282819	32.5214049742817	37.6733107127817	0.4707	1.28797643462502	20.3929602148961	0.858650956416678	0.594903196608219	87.421400500173	125.041045528179	0.2678	40.571257690688	42.9862135056099	3842.99968681239	3.70293224954692	0.3747	2.3015	0.0	47.6551280811256	373.03017487827	1.29	3.86392930387505	15.1337231068439	1.176	9.01583504237511	1.0	1.0	0.0	0.0
1588281_20180508_S	11.2471674335188	0.0	3.799959973754943	42.1768778756954	0.1467	4.21768778756954	171.284987372963	8.866573272094866	7.96674359874247	5402.276429354944	18.276647079468	320.544271855285	5.62358371675939	16.8707511502782	2.8117918583797	22.4943348670376	14.0589592918985	25.3061267254173	2.8117918583797	15.4648552210883	18.276647079468	1.152	8.43537557513909	7.96674359874247	3.74905581117293	1.2666533245849811	59.0476290259736	398.80581191352	0.0	26.7120226546071	169.879091443773	3263.78739961423	2.8117918583797	0.4206	0.5005	0.0	7.02947964594924	242.28273179705	1.188	3.51473982297462	234.784620174705	0.3022	4.21768778756954	1.0	1.0		
1651490_20171010_S	0.0	0.0	0.0	0.0	0.0	0.0	154.02334651659	0.0	0.0	10096.014667567308	0.0	718.77561707742	0.0	25.670557752765	0.0	77.011673258295	51.34111550553	51.34111550553	0.0	77.011673258295	77.011673258295	1.295	0.0	0.0	17.11370516851	0.0	282.376135280415	239.59187235914	0.0	51.34111550553	154.02334651659	3041.96109370265	0.0	1.35	0.0	0.0	0.0	149.744920224463	1.554	0.0	51.34111550553	0.0	0.0	0.0	1.0	0.0	1.0
1651490_20180206_S	0.0	0.0	0.0	19.1460703701053	0.0	0.0	13.8277174895205	28.10567734682406	0.0	6692.664418212478	134.022492590737	255.280938268071	0.0	0.0	0.0	0.0	12.7640469134035	0.0	0.0	25.5280938268071	25.5280938268071	0.8988	0.0	12.7640469134035	0.0	0.0	12.7640469134035	95.7303518505266	0.0	31.9101172835089	13.8277174895205	2514.5172419405	0.0	0.4603	0.0	0.0	12.7640469134035	65.9475757192516	0.3435	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
1658447_20171006_S	1.56066220123436	0.0	2.855401062494736	18.7279464148123	0.9409	0.0	8.58364210678897	8.566203187484206	3.38143476934111	3530.3464886419283	17.1672842135779	171.672842135779	1.56066220123436	0.0	1.56066220123436	9.36397320740615	0.0	16.3869531129608	0.780331100617179	6.24264880493743	6.24264880493743	0.1385	0.0	5.98253843806504	0.0	0.0	42.1378794333277	211.469728267255	0.1936	5.46231770432025	8.58364210678897	4282.06691463677	3.12132440246871	0.6239	0.018935	1.56066220123436	15.6066220123436	278.968368470641	0.3653	2.34099330185154	85.8364210678897	0.09681	0.0	1.0	1.0	1.0	0.0
1664053_20180406_S	14.2643987940536	0.0	1.9803254664904175	135.511788543509	0.7073	4.75479959801786	46.755529380509	4.950813666226044	28.5287975881072	9610.519488877995	19.0191983920714	437.441563017643	0.0	7.13219939702679	0.0	35.660996985134	26.1513977890982	104.605591156393	7.13219939702679	34.4722970856295	43.9818962816652	1.586	0.0	42.7931963821607	4.75479959801786	2.9704881997356263	194.946783518732	367.704502246715	0.2673	23.7739979900893	56.2651285765447	3660.00699057425	2.37739979900893	5.18	0.038935	23.7739979900893	64.1897945732411	175.531351826826	3.287	9.50959919603572	147.398787538554	1.171	4.75479959801786	1.0	1.0	1.0	
1690154_20180406_S	6.21121302350582	0.0	2.6222102960213203	9.31681953525874	0.1394	0.0	8.45415105977182	3.059245345358207	0.0	2652.3657144255653	4.14080868233722	272.258170863672	0.0	0.0	0.0	2.07040434116861	1.0352021705843	42.4432889939565	0.0	7.24641519409013	7.24641519409013	0.03179	2.07040434116861	1.0352021705843	1.0352021705843	1.7481401973475468	39.3376824822036	191.857468948291	0.2292	4.14080868233722	8.45415105977182	3794.53355627677	0.0	0.0444	0.0	0.0	10.352021705843	167.185150549365	0.2422	0.0	36.2320759704506	0.3169	2.07040434116861	1.0	1.0		
1085876_20180227_S	0.0	0.0	7.371152258521052	0.0	0.0	7.201237728166	317.25452880198	32.31966759505384	0.0	2278.253059595199	98.4169156182686	496.885403243454	0.0	2.70046414806225	0.600103144013833	2.70046414806225	7.201237728166	6.60113458415216	0.0	0.600103144013833	0.600103144013833	0.0	1.20020628802767	1.8003094320415	0.800137525351777	0.0	2.40041257605533	178.230633772108	0.0	0.0	271.346638284921	3709.2375331495	0.300051572006917	0.0	0.0	0.0	0.600103144013833	251.543234532465	0.03138	1.20020628802767	196.233728092523	0.0	0.0	1.0	1.0	1.0	
1834617_20180501_S	0.0	0.0	0.423674059072874	1.75550274771082	0.0	0.0	1.46291895642568	6.355110886093112	0.0	2443.751972732337	5.26650824313245	90.4083915071071	0.0	0.0	0.0	0.0	0.0	3.51100549542164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.1662706078311	189.301712961483	0.0	0.0	2.34067033028109	2902.28491765291	0.0	0.0	0.0	0.0	0.0	384.747685539954	0.0	0.0	16.6772761032528	0.0	0.0	0.0	0.0	0.0	0.0
1845116_20180403_S	0.0	0.0	2.2712727404874054	60.653588305331	0.0	1.12321459824687	52.3230800350001	24.73163650752952	2.62083406257603	1346.3600078333675	172.975048130018	341.457237867049	0.0	3.93125109386405	24.7107211614312	3.93125109386405	4.49285839298748	9.5473240850984	0.0	0.0	0.0	0.0	1.68482189737031	0.561607299123436	2.62083406257603	1.5141818269916034	2.24642919649374	222.022085586798	0.0	0.0	44.7413814968337	3884.07608073768	0.0	0.0	0.0047125	0.0	0.0	232.0374157545	0.0	0.0	263.393823288891	0.0	0.0	0.0	0.0	0.0	0.0
1862551_20180123_S	0.0	0.0	0.0	0.0	0.0	0.0	8.29669339038192	0.0	0.0	859.8494286398256	0.0	66.3735471230553	0.0	0.0	0.0	0.0	0.0	20.7417334759548	0.0	0.0	0.0	0.0	0.0	0.0	2.76556446346064	0.0	8.29669339038192	106.474231843235	0.0	0.0	8.29669339038192	2491.08219046217	0.0	0.0	0.0	0.0	0.0	230.924632698963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
623361_20180123_S	6.29326893980641	0.0	12.268126510807985	11.5376597229784	0.3245	2.0977563132688	45.9758258658079	20.76144486444428	6.29326893980641	3648.823934926082	47.199517048548	1091.88216105641	0.0	47.7239561268652	0.0	54.0172250666716	13.6354160362472	20.977563132688	3.1466344699032	7.34214709644081	8.39102525307521	0.3762	2.0977563132688	5.59401683538347	0.699252104422934	0.0	33.5641010123008	205.929744752554	0.01431	10.488781566344	42.3047523175875	3907.59557254146	1.0488781566344	0.0	0.0	0.0	14.6842941928816	191.070637533567	0.5876	0.0	136.354160362472	0.4532	6.29326893980641	1.0	1.0	1.0	
634207_20180510_S	0.0	0.0	4.152133239187556	0.0	0.0	0.0	0.541620550739519	8.534940547218866	0.361080367159679	609.6715639540396	1.62486165221856	365.052251198436	0.0	0.0	0.0	0.0	6.49944660887422	5.95782605813471	0.0	0.812430826109278	0.812430826109278	0.0	1.08324110147904	0.0	0.361080367159679	0.0	5.41620550739519	312.695597960282	0.0	0.541620550739519	0.541620550739519	4499.51272526855	0.0	0.0	0.0	0.0	0.0	174.040736970965	0.0	0.0	131.613793829703	0.0183	0.0	0.0	0.0	0.0	0.0
634207_20180517_S	0.0	0.0	2.722134962673697	0.0	0.0	0.0	3.24526402552485	5.055393502108293	0.0	798.7521733331104	0.0	351.373586763645	1.77014401392264	0.885072006961322	0.0	0.885072006961322	0.885072006961322	19.4715841531491	0.0	0.885072006961322	0.885072006961322	0.0	1.77014401392264	0.0	0.0	0.0	5.31043204176793	295.319026322761	0.0	1.77014401392264	3.24526402552485	3689.86519702175	0.0	0.0	0.0	0.0	0.0	165.803489304088	0.0	0.0	73.4609765777898	0.0	0.0	0.0	0.0	0.0	0.0
639354_20171206_S	871.96565859511	6.34147578824544	31.7073789412272	1247.17512380876	41.42	253.66273704585	1955.3169313951	240.97607995332675	905.435047510882	281081.6866634537	708.141807586332	6050.91320661455	253.66273704585	248.378096690728	285.370579176582	1220.75192203315	465.048351250725	1976.45549281558	475.617631960969	1632.95386973266	2039.87117707705	55.18	0.0	1102.72828743543	91.6004328221126	21.138252627484803	6148.67905318431	2238.92596378664	1.216	1474.414659079	2055.72509814241	5754.97334672773	155.896890476095	307.4	1.8305	470.332991605847	2785.00546714923	1358.15257126632	190.2	335.574662550239	491.471553026335	61.04	364.64018450341	1.0	1.0		
642660_20180601_S	0.0	0.0	2.8697142553773065	0.0	0.0	0.0	10.9899851517452	3.587142819221633	0.0	5014.825661271843	6.27999151528295	150.719796366791	0.0	4.70999363646221	0.0	4.70999363646221	0.0	0.0	0.0	0.0	0.0	0.1873	0.0	1.04666525254716	2.09333050509432	0.0	6.27999151528295	83.7332202037727	0.0	0.0	14.1299809093866	2171.30706640908	1.56999787882074	0.0	0.0	0.0	6.27999151528295	241.25634071212	0.05673	1.56999787882074	10.9899851517452	0.0	1.56999787882074	0.0	1.0	0.0	0.0
650003_20180207_S	4.36821872719538	0.0	0.0	5.46027340899423	0.4086	2.18410936359769	28.39342172677	1.3963552683873373	6.91634631805936	1694.302573779485	12.0126014997873	128.862452452264	4.36821872719538	3.27616404539654	4.36821872719538	7.64438277259192	4.36821872719538	19.6569842723792	0.0	8.19041011349134	8.19041011349134	0.1692	2.18410936359769	11.1025559316216	1.45607290906513	0.3490888170968343	55.6947887717411	112.117613998015	1.87	10.9205468179885	234.245729245852	2917.97010976652	2.73013670449711	0.5685	0.1978	4.36821872719538	37.1298591811608	193.111669564763	1.871	6.55232809079308	2.18410936359769	0.811	0.0	1.0	1.0		
650003_20180213_S	0.0	0.0	0.0	0.0	0.0	0.0	2.65698754571486	1.5752937233603064	0.332123443214358	1198.7985234771932	1.99274065928615	56.7931087896552	0.0	0.0	0.0	0.0	0.0	0.996370329643073	0.0	0.0	0.0	0.0	0.0	0.0	0.664246886428715	0.0	0.0	34.2087146510788	0.0	0.0	35.5372084239363	3289.01845815178	0.0	0.0	0.0	0.0	0.0	211.728695049153	0.0	0.0	1.99274065928615	0.0	0.0	0.0	1.0		
715927_20180226_S	0.0	0.0	1.5526551956500811	0.0	0.0	0.0	1.19183520286248	7.763275978250406	0.0	980.0359594943312	0.0	170.194066968763	0.0	0.0	0.0	0.0	0.0	45.7664717899194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.7265168257624	167.810396563038	0.0	0.0	1.90693632457997	3204.01057585521	0.0	0.0	0.0	0.0	0.0	190.097714856566	0.0	0.0	12.8718201909148	0.0	0.0	0.0	0.0	0.0	0.0
658355_20170925_S	0.0	0.0	0.0	33.8119354656278	0.0	0.0	22.5412903104185	17.246099686767714	3.75688171840309	2459.724967825245	0.0	61.988548353651	0.0	0.0	11.2706451552093	0.0	0.0	0.0	5.63532257760463	5.63532257760463	5.63532257760463	0.0	33.8119354656278	0.0	0.0	0.0	22.5412903104185	820.878655471075	0.0	11.2706451552093	50.7179031984417	2809.20830493591	0.0	0.0	0.0	0.0	0.0	216.020698808178	0.0	5.63532257760463	11.2706451552093	0.0	11.2706451552093	0.0	1.0	0.0	0.0
658355_20171204_S	0.0	0.0	7.666351258839344	0.705301848031897	0.0	8.46362217638276	334.959602661148	94.27980909806682	0.0	2268.913744903304	199.600422993027	306.806303893875	0.0	0.0	0.0	0.0	32.4438850094673	4.93711293622328	0.0	0.0	0.0	0.0	2.11590554409569	0.0	0.235100616010632	0.0	6.34771663228707	252.262960979408	0.0	0.0	301.810415803649	4081.9344454846	0.0	0.0	0.0	0.0	0.0	248.677676585246	0.004258	0.0	56.0714969185358	0.0	0.0	0.0	1.0	0.0	0.0
658355_20180122_S	0.0	0.0	0.7980403321603471	0.0	0.0	0.0	8.84473701240357	23.143169632650064	0.0	3069.662137654775	36.8055185354858	62.4837872811736	0.0	0.0	0.0	0.0	8.55942291522926	3.42376916609171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.71188458304585	133.812311574751	0.0	0.0	9.7006793039265	3594.10168210477	0.0	0.0	0.0	0.0	0.0	270.763078218419	0.0	0.0	136.950766643668	0.02111	0.0	0.0	1.0	0.0	0.0
658355_20180327_S	0.0	0.0	0.6097114845255226	0.0	0.0	0.0	25.3118506433844	0.6097114845255226	6.21694577205933	3357.071433797527	0.0	41.2982826286798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.77287821691223	0.0	0.0	476.92855422798	0.0	0.0	30.6406613051495	3972.62834834591	0.0	0.0	0.0	0.0	0.0	236.243939338254	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
658355_20180321_S	0.0	0.0	2.650799335285559	1.2299207926617	0.0	0.0	4.09973597553901	0.5301598670571117	0.0	2550.8642003452933	1.2299207926617	11.0692871339553	0.0	0.614960396330852	0.0	0.614960396330852	0.0	1.2299207926617	0.0	1.2299207926617	1.2299207926617	0.06455	0.0	0.0	0.0	0.0	1.2299207926617	188.382868076018	0.01344	0.0	5.32965676820071	3108.00984305612	0.0	0.0	0.02111	0.0	0.0	270.685067784963	0.04212	0.0	3.68976237798511	0.0	0.0	1.0	1.0	0.0	0.0
670829_20170922_S	0.0	0.0	1.4322322141106956	0.0	0.0	0.0	15.6677532459553	3.1509108710435303	0.0	532.5039372063566	1.4030823802348	123.471249460662	1.4030823802348	0.0	1.4030823802348	0.0	0.0	14.7323649924654	0.0	2.1046235703522	2.1046235703522	0.0	0.0	0.0	0.467694126744934	0.0	2.8061647604696	144.283638100812	0.0	0.0	21.6308533619532	3067.13808319327	0.0	0.0	0.0	0.0	0.0	202.277709817184	0.0	0.0	16.1354473727002	0.0	0.0	0.0	0.0	0.0	0.0
670829_20171001_S	0.0	0.0	0.0	0.0	0.0	0.0	13.6012335930262	10.76054163186304	0.0	1899.2355980238267	18.8324772826516	464.534439638739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.7081193206629	4.7081193206629	0.0	6.27749242755053	2.09249747585018	5.23124368962544	0.0	25.1099697102021	215.527240012568	0.0	0.0	13.6012335930262	3460.46770068723	0.0	0.0	0.0	0.0	0.0	240.63720972277	0.0	0.0	18.8324772826516	0.0	0.0	0.0	0.0	0.0	0.0
670829_20171005_S	0.0	0.0	3.851165298433217	1.91454790582567	0.0	0.0	4.78636976456417	3.423258043051749	0.0	2261.917751946443	6.70091767038983	256.549419380639	0.0	0.0	1.91454790582567	0.0	1.91454790582567	1.91454790582567	0.0	0.957273952912833	0.957273952912833	0.0	0.0	0.0	2.8718218587385	0.0	11.487287434954	348.766810177909	0.0	1.91454790582567	5.743643717477	3576.37548808235	0.0	0.0	0.0	0.0	0.0	227.352563816798	0.0	0.0	47.8636976456417	0.0	1.91454790582567	0.0	0.0	0.0	0.0
670829_20180201_S	0.0	0.0	1.3782771122613595	2.67297699681821	0.0	0.0	8.01893099045463	12.40449401035224	2.67297699681821	2779.984935431163	0.0	5.34595399363642	0.0	1.3364884984091	0.0	1.3364884984091	0.0	10.6919079872728	2.67297699681821	0.0	0.0	0.0	2.67297699681821	0.0	0.890992332272737	0.0	2.67297699681821	130.08488051182	0.0	1.3364884984091	10.6919079872728	2795.26569442264	0.0	0.0	0.0	0.0	2.67297699681821	204.037244090457	0.0	0.0	2.67297699681821	0.06775	1.3364884984091	0.0	1.0	0.0	1.0
673895_20180122_S	0.0	0.0	4.06104563803088	0.0	0.0	0.0	8.47703543248218	42.64097919932424	113.592274795261	4477.302815929045	330.604381866805	50.8622125948931	10.1724425189786	0.0	0.0	0.0	218.70751415804	0.0	470.475466502761	144.957305895445	144.957305895445	0.0	518.794568467909	0.0	0.0	0.0	10.1724425189786	89.8565755843111	0.0	0.0	275.503651555671	3878.2437103606	5.08622125948931	2.142	0.0	0.0	0.0	484.038723194732	2.024	0.0	0.0	0.4837	0.0	0.0	0.0	0.0	1.0
673895_20180205_S	0.0	0.0	1.1975933164712194	0.0	0.0	0.0	8.98268371968212	0.0	6.73701278976159	3929.303671342071	33.685063948808	13.4740255795232	0.0	3.3685063948808	0.0	3.3685063948808	13.4740255795232	3.3685063948808	0.0	11.7897723820828	18.5267851718444	0.9854	33.685063948808	0.0	0.0	0.0	26.9480511590464	159.442636024358	0.0	3.3685063948808	19.0882029043245	4139.8943593085	0.0	0.3632	0.0	0.0	0.0	363.798690647126	0.7938	3.3685063948808	6.73701278976159	0.0	0.0	0.0	0.0	0.0	1.0
676138_20171001_S	0.0	0.0	2.6373927789943976	0.0	0.0	0.0	592.164767654613	29.01132056893837	0.0	12047.610214446408	322.805898446508	390.765034961562	0.0	0.0	8.49489206438178	0.0	0.0	80.7014746116269	0.0	2.12372301609545	2.12372301609545	0.0	0.0	0.0	0.0	0.0	82.8251976277224	1017.97123238175	0.0	4.24744603219089	967.00187999546	2653.59190861126	0.0	0.0	0.0	0.0	0.0	151.492241814808	2.257	0.0	19.113507144859	0.0	0.0	0.0	1.0	0.0	0.0
676138_20171009_S	0.0	0.0	0.0	0.0	0.0	0.0	41.4340271978798	2.455118389900625	0.0	872.3854012113554	24.3314712906698	23.2735812345538	0.0	0.0	0.0	0.0	1.05789005611608	22.2156911784377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.40523039281256	200.64648064335	0.0	2.11578011223216	53.5997628432147	2998.58936406103	0.0	0.0	0.0	0.0	2.11578011223216	169.438723987926	0.07159	0.0	2.11578011223216	0.0	0.0	0.0	1.0	0.0	0.0
676138_20180130_S	0.0	0.0	1.1301969989879086	1.29962680056045	0.0	0.0	120.323781285221	8.193928242662336	0.0	3304.130926541151	61.7322730266212	90.324062638951	0.0	0.0	0.0	0.649813400280223	0.0	36.3895504156925	0.0	0.0	0.0	0.0261	0.0	0.0	0.866417867040297	0.0	17.544961807566	318.841775070829	0.0	0.0	196.027042417867	3376.43042785604	0.0	0.0	0.0	0.0	0.0	236.965286635521	0.2391	0.0	12.9962680056045	0.0	1.29962680056045	0.0	1.0	0.0	0.0
676138_20180323_S	0.0	0.0	1.6452320353000984	0.0	0.0	0.0	302.013501473179	13.161856282400787	0.661584888221641	5532.915334714231	164.734637167189	152.826109179199	0.0	0.0	0.0	0.0	0.0	55.5731306106179	0.0	0.0	0.0	0.0	3.96950932932985	0.0	1.32316977644328	0.0	57.5578852752828	582.194701635045	0.0	0.0	474.687157299028	3309.57840332876	0.0	0.0	0.0	0.0	0.0	139.594411414766	0.4617	0.0	25.801810640644	0.0	0.0	1.0	1.0	0.0	0.0
676138_20180405_S	0.0	0.0	2.090397861941067	0.0	0.0	0.0	7.80991065885764	3.483996436568445	0.0	640.5327448631085	5.64049103139719	24.7313837530492	0.867767850984183	0.0	0.0	0.433883925492091	0.0	58.1404460159402	0.0	0.433883925492091	0.433883925492091	0.0	0.0	0.0	0.0	0.0	2.60330355295255	201.611397378658	0.0	0.0	11.0640401000483	4059.20106494126	0.0	0.0	0.0	0.0	0.0	66.6734965506181	0.03688	0.0	0.0	0.0	0.867767850984183		1.0	0.0	0.0
698564_20171001_S	0.0	0.0	30.41593795148658	3791.87788511706	0.0	0.0	545.800604675941	45.62390692722987	191.508984096821	25047.5249030492	229.810780916186	631.979647519511	0.0	0.0	0.0	229.810780916186	0.0	689.432342748557	229.810780916186	57.4526952290464	57.4526952290464	0.0	114.905390458093	0.0	0.0	0.0	1781.03355210044	727.734139567921	0.0	0.0	976.695818893789	4854.75274685442	0.0	0.0	0.0	0.0	0.0	593.677850700146	8.257	0.0	172.358085687139	0.0	114.905390458093	1.0	1.0	0.0	0.0
698564_20180215_S	0.0	0.0	0.0	11.0188830598998	0.0	0.0	11.0188830598998	11.869858867378069	0.0	11608.72197229575	0.0	0.0	11.0188830598998	0.0	0.0	0.0	0.0	11.0188830598998	0.0	5.50944152994989	5.50944152994989	0.0	11.0188830598998	0.0	0.0	0.0	5.50944152994989	198.339895078196	0.0	22.0377661197996	16.5283245898497	4165.13779664212	0.0	0.0	0.0	0.0	0.0	213.031739158063	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
698564_20181205_S	0.0	0.0	0.6539204492695055	929.208222250962	0.0	7.81942403016237	30.6260774514693	17.65585213027665	38.6627077046917	8266.862319665088	63.8586295796594	41.7035948275326	0.0	0.0	0.0	0.0	0.0	5.21294935344158	107.517080414733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	334.931995958622	115.988123114075	0.0	0.0	78.8458589708039	4616.7182711417	0.0	0.0	0.04088	0.0	0.0	500.877550376512	0.2009	0.0	3.90971201508119	0.0	0.0	1.0	1.0	0.0	0.0
698917_20171207_S	219.402231902787	0.0	0.0	783.579399652811	8.023	0.0	378.730043165525	26.856452262656106	245.521545224547	41976.63488653149	203.730643909731	611.191931729192	0.0	54.8505579756967	0.0	399.625493822933	62.6863519722248	329.10334785418	78.357939965281	235.073819895843	266.416995881956	6.258	0.0	211.566437906259	26.1193133217603	0.0	720.893047680586	449.252189134278	3.964	109.701115951393	394.401631158581	4098.1202601842	31.3431759861124	35.0	2.176	0.0	219.402231902787	255.969270553251	18.09	125.37270394445	532.833991763911	4.912	219.402231902787	0.0	1.0	0.0	0.0
