	Type III secretion system orphans	Trans-envelope signaling system VreARI in Pseudomonas	Acyclic terpene utilization	mag_3096	Adenylylsulfate reductase	Quorum sensing regulation in Pseudomonas	Rhamnolipids in Pseudomonas	Salmochelin-mediated Iron Acquisition	Sulfur transfer pathway CsdAEL	Stress proteins YciF, YciE	Outer membrane porins in Pseudomonas and Acinetobacter	tRNA modification, 5-oxyacetyl uridine (cmo5U34)	mag_2909	Phenazine biosynthesis	Type III secretion system	MexXY System of Pseudomonas aeruginosa	Siderophore Pyoverdine	Mycobacterial FadD proteins (fatty acid CoA- and AMP- ligases)	Two partner secretion pathway (TPS)	ABC-type iron transport system	Type 4 conjugative transfer system, IncI1 type	Mycobacterial gene cluster associated with resistance against FAS-II antibiotics	mag_457	Type VI secretion system	Type III secretion systems	Potential DNA repair cluster	Taurine and alkanesulfonate utilization as sulfur sources	L-2-amino-4-methoxy-trans-3-butenoic acid synthesis	mag_129	Lipotidae	Biogenesis of cbb3-type cytochrome c oxidases	Cytochrome c oxidase EC 1.9.3.1	Coenzyme PQQ synthesis	Capitellidae	IbrA and IbrB: co-activators of prophage gene expression	Pseudomonadaceae	Marinobacteraceae	Edwardsiidae	Acytosteliaceae	Sulfate assimilation related cluster	Aestuariirhabdaceae	Heme and heme d1 biosynthesis from siroheme	Cholera toxin	mag_167	Geothermobacteraceae	CMP-pseudaminic acid synthesis	Malonate decarboxylase	EnvZ and OmpR regulon	Onchocercidae	Extracellular matrix proteins (PEL) involved in glucose-rich biofilm formation in Pseudomonas	Beta-lactamases Ambler class D	Colwelliaceae	Extracellular matrix proteins (PSL) involved in mannose-rich biofilm formation in Pseudomonas	mag_118	mag_12	Pseudomonas Culture	N12M_Pseudomonas aeruginosa	N12M_mucoid	N12M_non_mucoid
639354_20171206_S	598.045133521293	1247.17512380876	1976.45549281558	41.42	248.378096690728	251.90119026081	871.96565859511	253.66273704585	708.141807586332	475.617631960969	6148.67905318431	280.08593882146	1.216	1102.72828743543	1632.95386973266	303.866820419508	905.435047510882	335.574662550239	6050.91320661455	465.048351250725	285.370579176582	364.64018450341	307.4	7435.48897965649	2039.87117707705	2238.92596378664	2182.55646666534	155.896890476095	1.8305	164.87837049438147	1955.3169313951	2055.72509814241	642.083803147308	29.593553678478724	454.479070540482	281081.6866634537	240.97607995332675	245.2037304788237	21.138252627484803	1220.75192203315	6.34147578824544	91.6004328221126	470.332991605847	61.04	21.138252627484803	0.0	1358.15257126632	1009.36630782828	353.0088188789962	2785.00546714923	253.66273704585	31.7073789412272	1474.414659079	55.18	190.2	1.0	1.0		
642660_20180601_S	0.0	0.0	0.0	0.0	4.70999363646221	1.04666525254716	0.0	0.0	6.27999151528295	0.0	6.27999151528295	0.0	0.0	1.04666525254716	0.0	0.0	0.0	1.56999787882074	150.719796366791	0.0	0.0	1.56999787882074	0.0	73.7899003045747	0.0	83.7332202037727	6.27999151528295	1.56999787882074	0.0	0.0	10.9899851517452	14.1299809093866	0.0	0.0	0.0	5014.825661271843	3.587142819221633	4.30457138306596	0.0	4.70999363646221	0.0	2.09333050509432	0.0	0.0	0.0	0.0	241.25634071212	50.2399321222636	4.30457138306596	6.27999151528295	0.0	2.8697142553773065	0.0	0.1873	0.05673	0.0	1.0	0.0	0.0
650003_20180207_S	12.922647067953	5.46027340899423	19.6569842723792	0.4086	3.27616404539654	1.09205468179885	4.36821872719538	2.18410936359769	12.0126014997873	0.0	55.6947887717411	2.18410936359769	1.87	11.1025559316216	8.19041011349134	3.27616404539654	6.91634631805936	6.55232809079308	128.862452452264	4.36821872719538	4.36821872719538	0.0	0.5685	70.4375269760256	8.19041011349134	112.117613998015	84.6342378394106	2.73013670449711	0.1978	0.3490888170968343	28.39342172677	234.245729245852	6.00630074989365	1.3963552683873373	2.18410936359769	1694.302573779485	1.3963552683873373	1.22181085983892	1.22181085983892	7.64438277259192	0.0	1.45607290906513	4.36821872719538	0.811	0.3490888170968343	2.18410936359769	193.111669564763	19.6569842723792	6.1090542991946	37.1298591811608	4.36821872719538	0.0	10.9205468179885	0.1692	1.871	1.0	1.0		
650003_20180213_S	0.0	0.0	0.996370329643073	0.0	0.0	0.0	0.0	0.0	1.99274065928615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.332123443214358	0.0	56.7931087896552	0.0	0.0	0.0	0.0	17.4364807687538	0.0	34.2087146510788	9.46551813160919	0.0	0.0	0.0	2.65698754571486	35.5372084239363	0.0	0.0	0.0	1198.7985234771932	1.5752937233603064	0.3938234308400766	1.5752937233603064	0.0	0.0	0.664246886428715	0.0	0.0	0.0	0.0	211.728695049153	21.9201472521476	2.3629405850404592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0		
715927_20180226_S	0.0	0.0	45.7664717899194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.7265168257624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	170.194066968763	0.0	0.0	0.0	0.0	160.182651264718	0.0	167.810396563038	2.86040448686996	0.0	0.0	0.3105310391300162	1.19183520286248	1.90693632457997	0.0	2.48424831304013	0.0	980.0359594943312	7.763275978250406	0.6210620782600325	0.9315931173900488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	190.097714856566	118.706786205103	0.0	0.0	0.0	1.5526551956500811	0.0	0.0	0.0	0.0	0.0	0.0	0.0
658355_20170925_S	11.2706451552093	33.8119354656278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.63532257760463	22.5412903104185	0.0	0.0	0.0	5.63532257760463	0.0	3.75688171840309	5.63532257760463	61.988548353651	0.0	11.2706451552093	11.2706451552093	0.0	61.988548353651	5.63532257760463	820.878655471075	22.5412903104185	0.0	0.0	4.3115249216919285	22.5412903104185	50.7179031984417	0.0	0.0	56.3532257760463	2459.724967825245	17.246099686767714	0.0	2.155762460845964	0.0	0.0	0.0	0.0	0.0	0.0	33.8119354656278	216.020698808178	101.435806396883	4.3115249216919285	0.0	0.0	0.0	11.2706451552093	0.0	0.0	0.0	1.0	0.0	0.0
658355_20171204_S	0.470201232021265	0.705301848031897	4.93711293622328	0.0	0.0	0.117550308005316	0.0	8.46362217638276	199.600422993027	0.0	6.34771663228707	35.6177433256108	0.0	0.0	0.0	0.0	0.0	0.0	306.806303893875	32.4438850094673	0.0	0.0	0.0	20.630079054933	0.0	252.262960979408	1.41060369606379	0.0	0.0	0.1631138565710498	334.959602661148	301.810415803649	6.34771663228707	0.1631138565710498	3.52650924015949	2268.913744903304	94.27980909806682	0.4893415697131495	0.3262277131420997	0.0	0.0	0.235100616010632	0.0	0.0	0.0	2.11590554409569	248.677676585246	77.2305523594927	5.872098836557796	0.0	0.0	7.666351258839344	0.0	0.0	0.004258	0.0	1.0	0.0	0.0
658355_20180122_S	0.0	0.0	3.42376916609171	0.0	0.0	0.0	0.0	0.0	36.8055185354858	0.0	1.71188458304585	10.2713074982751	0.0	0.0	0.0	0.0	0.0	0.0	62.4837872811736	8.55942291522926	0.0	0.0	0.0	14.1230478101283	0.0	133.812311574751	1.71188458304585	0.0	0.0	0.0	8.84473701240357	9.7006793039265	0.855942291522926	0.0	72.7550947794487	3069.662137654775	23.143169632650064	0.0	0.7980403321603471	0.0	0.0	0.0	0.0	0.02111	0.0	0.0	270.763078218419	35.09363395244	4.389221826881909	0.0	0.0	0.7980403321603471	0.0	0.0	0.0	0.0	1.0	0.0	0.0
658355_20180327_S	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.21694577205933	0.0	41.2982826286798	0.0	0.0	0.0	0.0	31.3067626378702	0.0	476.92855422798	2.66440533088257	0.0	0.0	0.0	25.3118506433844	30.6406613051495	0.0	0.0	0.0	3357.071433797527	0.6097114845255226	1.2194229690510452	0.0	0.0	0.0	5.77287821691223	0.0	0.0	0.0	0.0	236.243939338254	0.0	2.4388459381020904	0.0	0.0	0.6097114845255226	0.0	0.0	0.0	0.0	1.0	0.0	0.0
658355_20180321_S	0.0	1.2299207926617	1.2299207926617	0.0	0.614960396330852	0.0	0.0	0.0	1.2299207926617	0.0	1.2299207926617	0.0	0.01344	0.0	1.2299207926617	0.307480198165426	0.0	0.0	11.0692871339553	0.0	0.0	0.0	0.0	25.2133762495649	1.2299207926617	188.382868076018	3.68976237798511	0.0	0.02111	0.0	4.09973597553901	5.32965676820071	0.0	0.2650799335285558	0.0	2550.8642003452933	0.5301598670571117	0.0	0.0	0.614960396330852	0.0	0.0	0.0	0.0	0.0	0.0	270.685067784963	3.68976237798511	0.5301598670571117	0.0	0.0	2.650799335285559	0.0	0.06455	0.04212	1.0	1.0	0.0	0.0
670829_20170922_S	0.0	0.0	14.7323649924654	0.0	0.0	0.0	0.0	0.0	1.4030823802348	0.0	2.8061647604696	0.0	0.0	0.0	2.1046235703522	0.0	0.0	0.0	123.471249460662	0.0	1.4030823802348	0.0	0.0	51.5632774736289	2.1046235703522	144.283638100812	7.7169530912914	0.0	0.0	0.0	15.6677532459553	21.6308533619532	0.0	0.2864464428221391	0.0	532.5039372063566	3.1509108710435303	0.8593393284664174	1.1457857712885564	0.0	0.0	0.467694126744934	0.0	0.0	0.0	0.0	202.277709817184	2.8061647604696	0.0	0.0	1.4030823802348	1.4322322141106956	0.0	0.0	0.0	0.0	0.0	0.0	0.0
670829_20171001_S	0.0	0.0	0.0	0.0	0.0	2.09249747585018	0.0	0.0	18.8324772826516	0.0	25.1099697102021	0.0	0.0	2.09249747585018	4.7081193206629	0.0	0.0	0.0	464.534439638739	0.0	0.0	0.0	0.0	43.9424469928537	4.7081193206629	215.527240012568	9.4162386413258	0.0	0.0	0.0	13.6012335930262	13.6012335930262	0.0	0.0	59.6361780617301	1899.2355980238267	10.76054163186304	2.69013540796576	0.0	0.0	0.0	5.23124368962544	0.0	0.0	0.0	6.27749242755053	240.63720972277	47.081193206629	2.69013540796576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
670829_20171005_S	0.0	1.91454790582567	1.91454790582567	0.0	0.0	0.0	0.0	0.0	6.70091767038983	0.0	11.487287434954	0.0	0.0	0.0	0.957273952912833	0.0	0.0	0.0	256.549419380639	1.91454790582567	1.91454790582567	1.91454790582567	0.0	20.1027530111695	0.957273952912833	348.766810177909	8.6154655762155	0.0	0.0	0.0	4.78636976456417	5.743643717477	0.957273952912833	0.0	22.0173009169952	2261.917751946443	3.423258043051749	0.4279072553814686	0.0	0.0	0.0	2.8718218587385	0.0	0.0	0.0	0.0	227.352563816798	31.5900404461235	2.567443532288812	0.0	0.0	3.851165298433217	1.91454790582567	0.0	0.0	0.0	0.0	0.0	0.0
670829_20180201_S	0.0	2.67297699681821	10.6919079872728	0.0	1.3364884984091	0.0	0.0	0.0	0.0	2.67297699681821	2.67297699681821	5.34595399363642	0.0	0.0	0.0	0.0	2.67297699681821	0.0	5.34595399363642	0.0	0.0	1.3364884984091	0.0	18.0425947285229	0.0	130.08488051182	322.093728116594	0.0	0.0	4.13483133678408	8.01893099045463	10.6919079872728	3.34122124602276	0.0	2.67297699681821	2779.984935431163	12.40449401035224	5.513108449045439	2.7565542245227195	1.3364884984091	0.0	0.890992332272737	0.0	0.06775	0.0	2.67297699681821	204.037244090457	338.131590097504	0.0	2.67297699681821	0.0	1.3782771122613595	1.3364884984091	0.0	0.0	0.0	1.0	0.0	1.0
673895_20180122_S	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	330.604381866805	470.475466502761	10.1724425189786	0.0	0.0	0.0	144.957305895445	0.0	113.592274795261	0.0	50.8622125948931	218.70751415804	0.0	0.0	2.142	2868.62879035197	144.957305895445	89.8565755843111	1388.53840384058	5.08622125948931	0.0	0.0	8.47703543248218	275.503651555671	195.819518490338	0.0	0.0	4477.302815929045	42.64097919932424	22.33575100916984	6.09156845704632	0.0	0.0	0.0	0.0	0.4837	0.0	518.794568467909	484.038723194732	50.8622125948931	64.97673020849408	0.0	10.1724425189786	4.06104563803088	0.0	0.0	2.024	0.0	0.0	0.0	1.0
673895_20180205_S	4.49134185984106	0.0	3.3685063948808	0.0	3.3685063948808	4.49134185984106	0.0	0.0	33.685063948808	0.0	26.9480511590464	0.0	0.0	0.0	11.7897723820828	0.0	6.73701278976159	3.3685063948808	13.4740255795232	13.4740255795232	0.0	0.0	0.3632	129.687496202911	18.5267851718444	159.442636024358	16.842531974404	0.0	0.0	0.0	8.98268371968212	19.0882029043245	15.1582787769636	0.0	0.0	3929.303671342071	0.0	0.0	0.0	3.3685063948808	0.0	0.0	0.0	0.0	0.0	33.685063948808	363.798690647126	0.0	5.987966582356097	0.0	0.0	1.1975933164712194	3.3685063948808	0.9854	0.7938	0.0	0.0	0.0	1.0
676138_20171001_S	8.49489206438178	0.0	80.7014746116269	0.0	0.0	0.0	0.0	0.0	322.805898446508	0.0	82.8251976277224	0.0	0.0	0.0	2.12372301609545	404.569234566182	0.0	0.0	390.765034961562	0.0	8.49489206438178	0.0	0.0	7909.80637344749	2.12372301609545	1017.97123238175	2390.25025461542	0.0	0.0	0.0	592.164767654613	967.00187999546	465.095340524903	0.0	530.930754023861	12047.610214446408	29.01132056893837	1.7582618526629314	0.8791309263314657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	151.492241814808	1070.3564001121	116.92441320208492	0.0	0.0	2.6373927789943976	4.24744603219089	0.0	2.257	0.0	1.0	0.0	0.0
676138_20171009_S	0.0	0.0	22.2156911784377	0.0	0.0	0.0	0.0	0.0	24.3314712906698	0.0	7.40523039281256	0.0	0.0	0.0	0.0	21.1578011223216	0.0	0.0	23.2735812345538	1.05789005611608	0.0	0.0	0.0	431.090197867303	0.0	200.64648064335	136.467817238974	0.0	0.0	0.0	41.4340271978798	53.5997628432147	23.2735812345538	0.0	46.5471624691075	872.3854012113554	2.455118389900625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	169.438723987926	70.8786337597774	6.546982373068333	2.11578011223216	0.0	0.0	2.11578011223216	0.0	0.07159	0.0	1.0	0.0	0.0
676138_20180130_S	0.0	1.29962680056045	36.3895504156925	0.0	0.0	0.0	0.0	0.0	61.7322730266212	0.0	17.544961807566	0.0	0.0	0.0	0.0	77.6527013334866	0.0	0.0	90.324062638951	0.0	0.0	1.29962680056045	0.0	1944.89150703871	0.0	318.841775070829	493.208370812689	0.0	0.0	0.0	120.323781285221	196.027042417867	100.071263643154	0.0	102.670517244275	3304.130926541151	8.193928242662336	0.8476477492409314	0.0	0.649813400280223	0.0	0.866417867040297	0.0	0.0	0.0	0.0	236.965286635521	294.365470326941	27.124727975709806	0.0	0.0	1.1301969989879086	0.0	0.0261	0.2391	0.0	1.0	0.0	0.0
676138_20180323_S	0.0	0.0	55.5731306106179	0.0	0.0	0.0	0.0	0.0	164.734637167189	0.0	57.5578852752828	1.98475466466492	0.0	0.0	0.0	180.612674484508	0.661584888221641	0.0	152.826109179199	0.0	0.0	0.0	0.0	4207.67988908964	0.0	582.194701635045	1127.34064952968	0.0	0.0	0.0	302.013501473179	474.687157299028	291.758935705744	0.0	218.323013113142	5532.915334714231	13.161856282400787	0.0	0.0	0.0	0.0	1.32316977644328	0.0	0.0	0.0	3.96950932932985	139.594411414766	541.838023453524	54.29265716490325	0.0	0.0	1.6452320353000984	0.0	0.0	0.4617	1.0	1.0	0.0	0.0
676138_20180405_S	0.433883925492091	0.0	58.1404460159402	0.0	0.0	0.0	0.0	0.0	5.64049103139719	0.0	2.60330355295255	1.73553570196837	0.0	0.0	0.433883925492091	5.64049103139719	0.0	0.0	24.7313837530492	0.0	0.0	0.867767850984183	0.0	137.975088306485	0.433883925492091	201.611397378658	51.6321871335589	0.0	0.0	0.0	7.80991065885764	11.0640401000483	4.33883925492091	0.1741998218284222	9.11156243533392	640.5327448631085	3.483996436568445	0.0	0.8709991091421112	0.433883925492091	0.0	0.0	0.0	0.0	0.0	0.0	66.6734965506181	59.4420977924165	2.438797505597911	0.0	0.867767850984183	2.090397861941067	0.0	0.0	0.03688		1.0	0.0	0.0
698564_20171001_S	67.0281444338875	3791.87788511706	689.432342748557	0.0	0.0	38.3017968193643	0.0	0.0	229.810780916186	229.810780916186	1781.03355210044	0.0	0.0	0.0	57.4526952290464	0.0	191.508984096821	0.0	631.979647519511	0.0	0.0	114.905390458093	0.0	603.253299904987	57.4526952290464	727.734139567921	574.526952290464	0.0	0.0	30.41593795148658	545.800604675941	976.695818893789	114.905390458093	0.0	229.810780916186	25047.5249030492	45.62390692722987	0.0	0.0	229.810780916186	0.0	0.0	0.0	0.0	0.0	114.905390458093	593.677850700146	1034.14851412284	167.2876587331762	0.0	0.0	30.41593795148658	0.0	0.0	8.257	1.0	1.0	0.0	0.0
698564_20180215_S	0.0	11.0188830598998	11.0188830598998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.50944152994989	5.50944152994989	0.0	0.0	5.50944152994989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0566491796994	5.50944152994989	198.339895078196	0.0	0.0	0.0	0.0	11.0188830598998	16.5283245898497	0.0	0.0	22.0377661197996	11608.72197229575	11.869858867378069	5.9349294336890335	5.9349294336890335	0.0	0.0	0.0	0.0	0.0	0.0	11.0188830598998	213.031739158063	33.0566491796994	0.0	0.0	11.0188830598998	0.0	22.0377661197996	0.0	0.0	0.0	1.0	0.0	0.0
698564_20181205_S	1.3032373383604	929.208222250962	5.21294935344158	0.0	0.0	0.0	0.0	7.81942403016237	63.8586295796594	107.517080414733	334.931995958622	7.81942403016237	0.0	0.0	0.0	0.0	38.6627077046917	0.0	41.7035948275326	0.0	0.0	0.0	0.0	31.2776961206495	0.0	115.988123114075	35.1874081357307	0.0	0.04088	0.0	30.6260774514693	78.8458589708039	1.3032373383604	0.0	0.0	8266.862319665088	17.65585213027665	2.615681797078022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	500.877550376512	188.969414062257	77.81653346307115	0.0	0.0	0.6539204492695055	0.0	0.0	0.2009	1.0	1.0	0.0	0.0
698917_20171207_S	101.865321954865	783.579399652811	329.10334785418	8.023	54.8505579756967	0.0	219.402231902787	0.0	203.730643909731	78.357939965281	720.893047680586	62.6863519722248	3.964	211.566437906259	235.073819895843	70.522145968753	245.521545224547	125.37270394445	611.191931729192	62.6863519722248	0.0	219.402231902787	35.0	1120.51854150352	266.416995881956	449.252189134278	297.760171868068	31.3431759861124	2.176	0.0	378.730043165525	394.401631158581	164.55167392709	0.0	94.0295279583373	41976.63488653149	26.856452262656106	6.7141130656640255	0.0	399.625493822933	0.0	26.1193133217603	0.0	4.912	0.0	0.0	255.969270553251	250.745407888899	87.28346985363233	219.402231902787	0.0	0.0	109.701115951393	6.258	18.09	0.0	1.0	0.0	0.0
698917_20180119_S	0.0	176.706004438475	176.706004438475	0.0	44.1765011096188	0.0	0.0	0.0	0.0	0.0	132.529503328856	0.0	0.0	44.1765011096188	0.0	0.0	88.3530022192375	0.0	176.706004438475	88.3530022192375	88.3530022192375	44.1765011096188	0.0	220.882505548094	0.0	574.294514425044	132.529503328856	0.0	0.0	0.0	176.706004438475	176.706004438475	176.706004438475	0.0	0.0	11373.039545848167	38.4874434715674	0.0	0.0	44.1765011096188	0.0	0.0	0.0	2.038	0.0	88.3530022192375	242.970756102903	0.0	76.9748869431348	0.0	0.0	0.0	0.0	5.47	2.136	0.0	1.0	0.0	0.0
698917_20180128_S	0.0	628.740867819586	0.0	0.0	0.0	0.0	0.0	0.0	392.963042387241	0.0	0.0	0.0	0.0	0.0	235.777825432345	0.0	0.0	0.0	785.926084774483	157.185216954897	0.0	0.0	0.0	392.963042387241	235.777825432345	157.185216954897	78.5926084774483	0.0	0.0	0.0	288.172897750644	288.172897750644	0.0	0.0	0.0	6464.793462442628	0.0	0.0	0.0	0.0	0.0	26.1975361591494	0.0	0.0	0.0	0.0	170.283985034471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
698917_20180329_S	0.0	597.036566357416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1492.59141589354	597.036566357416	0.0	0.0	0.0	0.0	0.0	0.0	1194.07313271483	0.0	0.0	0.0	0.0	4179.25596450191	0.0	1791.10969907225	1194.07313271483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33060.639284810655	168.67673104495233	168.67673104495233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	348.271330375159	0.0	0.0	0.0	0.0	0.0	597.036566357416	0.0	0.0	0.0	1.0	0.0	0.0
701099_20180504_S	1.38192208680501	0.0	2.76384417361002	0.0	0.0	0.0	0.0	0.0	8.29153252083006	0.0	5.52768834722004	0.0	0.0	1.38192208680501	0.0	1.38192208680501	3.22448486921169	0.0	78.7695589478856	0.0	0.0	2.76384417361002	0.0	34.5480521701253	0.0	269.014166231375	16.5830650416601	0.0	0.0	0.0	13.8192208680501	22.1107533888802	0.0	1.1078288603819906	6.90961043402505	894.0178903282663	2.215657720763981	1.1078288603819906	0.0	0.0	0.0	1.84256278240668	0.0	0.0	0.0	2.76384417361002	401.678686564656	11.0553766944401	0.5539144301909953	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
701099_20180517_S	1.5685455819813	0.0	23.5281837297195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.7640918648597	3.1370911639626	0.0	0.0	0.0	0.0	0.0	0.0	96.4655532918499	1.5685455819813	0.0	0.0	0.0	200.381698098111	0.0	214.106471940447	5.48990953693455	0.0	0.0	0.0	4.83634887777567	7.18916725074762	0.0	0.9801522437808524	0.0	1044.8422918703886	8.167935364840435	1.9603044875617048	1.6335870729680873	0.0	0.0	0.0	0.0	0.0	0.0	1.5685455819813	217.504987368074	158.423103780111	0.3267174145936175	0.0	0.0	1.30686965837447	0.0	0.0	0.0	0.0			
715927_20180205_S	0.0	0.0	22.6494858136382	0.0	0.0	0.0	0.0	0.0	8.15381489290975	1.81195886509106	2.71793829763658	0.0	0.0	0.0	0.905979432545528	0.0	0.603986288363685	0.0	57.0767042503683	0.0	0.0	0.905979432545528	0.0	73.8373237524605	0.905979432545528	220.153002108563	8.15381489290975	0.0	0.0	0.0	12.6837120556374	10.8717531905463	0.0	0.0	0.0	2192.428463617264	4.773932419417015	0.0	0.3978277016180846	0.0	0.0	0.603986288363685	0.0	0.0	0.3978277016180846	1.81195886509106	205.657331187835	5.43587659527317	1.1934831048542538	0.0	0.0	0.7956554032361692	0.0	0.0	0.0	0.0	0.0	0.0	0.0
715927_20180213_S	0.0	0.0	51.6826380779034	0.0	0.0	0.0	0.0	0.0	1.45584895994094	0.0	1.45584895994094	0.0	0.0	0.0	2.54773567989665	0.0	0.0	0.0	98.997729275984	0.0	0.0	1.45584895994094	0.0	80.0716927967517	2.54773567989665	251.619228576459	3.63962239985235	0.0	0.0	0.0	3.51830165319061	4.24622613316108	0.0	0.6101938372253022	1.45584895994094	1002.5484745611714	0.6101938372253022	0.0	0.0	0.0	0.0	1.45584895994094	1.45584895994094	0.0	0.0	4.36754687982282	128.721312208112	42.2196198382873	0.3050969186126511	0.0	0.0	0.6101938372253022	0.0	0.0	0.0	1.0	0.0	0.0	0.0
717449_20180606_S	0.963230823694571	0.0	37.5660021240883	0.0	0.0	0.963230823694571	0.0	0.0	5.77938494216743	0.0	5.77938494216743	0.0	0.0	7.22423117770929	0.0	0.0	27.9336938871426	11.5587698843349	46.2350795373394	0.0	0.0	26.0072322397534	0.0	46.2350795373394	0.0	68.3893884823146	20.227847297586	0.0	0.0	0.0	17.3381548265023	24.5623860042116	0.0	0.0	11.5587698843349	3353.805600817372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.5587698843349	272.112707693716	20.227847297586	3.798194338411519	0.0	0.0	7.596388676823038	0.0	0.0	0.0	0.0			
720054_20170925_S	1.55920972524248	2.33881458786373	4.67762917572745	0.0	4.28782674441683	0.0	0.0	8.96545592014428	275.590318936609	0.0	4.67762917572745	52.2335257956232	0.0	0.0	0.19490121565531	0.19490121565531	0.389802431310621	0.0	69.3848327732905	56.9111549713507	1.55920972524248	0.0	0.0	108.559977120008	0.19490121565531	435.149447486423	7.01644376359118	0.0	0.0	0.0	50.9341843579211	49.3749746326787	0.0	0.0	96.671002965034	3539.684847912212	170.14699076039096	0.3690824094585487	0.1845412047292743	4.28782674441683	0.0	0.779604862621242	0.0	0.0	0.0	1.55920972524248	216.40531644928	24.1677507412585	3.137200480397664	0.0	0.0	4.798071322961134	0.0	0.0	0.0	0.0	0.0	0.0	0.0
720054_20171120_S	2.26002418188207	6.78007254564622	3.39003627282311	0.0	2.26002418188207	0.0	2.26002418188207	2.26002418188207	134.471438821983	0.0	2.26002418188207	27.1202901825849	0.0	0.0	1.13001209094104	0.0	1.50668278792138	0.0	82.4908826386957	18.0801934550566	4.52004836376415	0.0	0.0	371.773977919601	1.13001209094104	601.166432380632	0.0	0.0	0.0	0.0	139.744828579708	127.879701624827	2.26002418188207	0.0	151.421620186099	2853.994764224409	52.29562249395234	0.0	0.5177784405341816	2.26002418188207	0.0	1.13001209094104	0.0	0.0	0.0	2.26002418188207	255.382732552674	14.6901571822335	2.0711137621367266	0.0	0.0	4.660005964807636	0.0	0.0	0.02212	0.0	0.0	0.0	0.0
748160_20180321_S	0.0	0.0	7.58606499104697	0.0	0.0	0.0	0.0	0.0	2.52868833034899	0.0	17.7008183124429	0.0	0.0	0.0	0.0	0.0	6.74316888093064	0.0	166.893429803033	5.05737666069798	0.0	5.05737666069798	0.0	17.7008183124429	0.0	557.99722489701	0.0	0.0	0.0	0.0	5.05737666069798	3.79303249552348	0.0	0.0	0.0	783.7254061504585	0.0	0.0	0.0	0.0	0.0	5.90027277081431	0.0	0.2055	0.0	5.05737666069798	88.5040915622146	113.790974865704	8.404561996251566	0.0	0.0	0.0	0.0	0.0	0.2087	1.0	1.0	0.0	0.0
748160_20180329_S	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.81879996759186	0.0	11.2751998703675	0.0	0.0	2.81879996759186	0.0	0.0	0.0	0.0	197.31599773143	0.0	0.0	0.0	0.0	8.45639990277559	0.0	616.377592913421	16.9127998055512	0.0	0.17505	0.0	0.0	52.1477994004495	0.0	0.0	0.0	616.567703767588	6.619591911615209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	85.9733990115518	70.4699991897966	2.8369679621208035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
748699_20180329_S	0.980871759192389	4.70818444412347	2.35409222206173	0.0	4.70818444412347	0.784697407353911	1.17704611103087	1.17704611103087	14.1245533323704	0.588523055515433	5.88523055515433	2.35409222206173	0.0	0.980871759192389	0.588523055515433	1.17704611103087	0.392348703676956	0.0	191.269993042516	0.0	0.0	0.0	0.0	73.5653819394292	0.588523055515433	445.708127377022	2.94261527757717	0.0	0.009945	0.0	43.4526189322228	43.4526189322228	0.588523055515433	0.0	17.0671686099476	2512.8117161312657	4.43176669511687	1.564152951217719	0.0	5.88523055515433	0.0	0.392348703676956	0.0	0.1233	0.0	1.17704611103087	260.813800769256	15.3015994434013	2.085537268290292	0.588523055515433	0.588523055515433	3.388998060971725	0.0	0.0	0.1148	0.0	1.0	1.0	0.0
