	Cluster 1	Cluster 2	Cluster 3	Cluster 4	Cluster 5	Cluster 6	Cluster 7	Cluster 8	Cluster 9	Cluster 10	Cluster 11	Cluster 12	Cluster 13	Cluster 14	Cluster 15	Cluster 16	Cluster 17	Cluster 18	Cluster 19	Cluster 20	Cluster 21	Cluster 22	Cluster 23	Cluster 24	Cluster 25	Cluster 26	Cluster 27	Cluster 28	Cluster 29	Cluster 30	Cluster 31	Cluster 32	Cluster 33	Cluster 34	Cluster 35	Cluster 36	Cluster 37	Cluster 38	Cluster 39	Cluster 40	Cluster 41	Cluster 42	Cluster 43	Cluster 44	Cluster 45	Cluster 46	Cluster 47	Cluster 48	Cluster 49	Cluster 50	Cluster 51	Cluster 52	Cluster 53	Cluster 54	Cluster 55	Cluster 56	Cluster 57	Cluster 58	Cluster 59	Cluster 60	Cluster 61	Cluster 62	Cluster 63	Cluster 64	Cluster 65	Cluster 66	Cluster 67	Cluster 68	Cluster 69	Cluster 70	Cluster 71	Cluster 72	Cluster 73	Cluster 74	Cluster 75	Cluster 76	Cluster 77	Cluster 78	Cluster 79	Cluster 80	Cluster 81	Cluster 82	Cluster 83	Cluster 84	Cluster 85	Cluster 86	Cluster 87	Cluster 88	Cluster 89	Cluster 90	Cluster 91	Cluster 92	Cluster 93	Cluster 94	Cluster 95	Cluster 96	Cluster 97	Cluster 98	Cluster 99	Cluster 100	Cluster 101	Cluster 102	Cluster 103	Cluster 104	Cluster 105	Cluster 106	Cluster 107	Cluster 108	Cluster 109	Cluster 110	Cluster 111	Cluster 112	Cluster 113	Cluster 114	Cluster 115	Cluster 116	Cluster 117	Cluster 118	Cluster 119	Cluster 120	Cluster 121	Cluster 122	Cluster 123	Cluster 124	Cluster 125	Cluster 126	Cluster 127	Cluster 128	Cluster 129	Cluster 130	Cluster 131	Cluster 132	Cluster 133	Cluster 134	Cluster 135	Cluster 136	Cluster 137	Cluster 138	Cluster 139	Cluster 140	Cluster 141	Cluster 142	Cluster 143	Cluster 144	Cluster 145	Cluster 146	Cluster 147	Cluster 148	Cluster 149	Cluster 150
1068841_20180306_S	-342.51133849799953	1226.2843396533453	826.9161762238291	17.12525918503252	-188.96208708545848	3968.5235896046233	289.25213530642395	-85.4453083037738	1112.3268334993527	-217.86533314278813	-477.03925469219394	-443.0894492856812	-351.07713731989315	890.2218337621216	354.2141260239878	545.7164731206358	836.0237442776925	-1367.2098908734197	-5753.248077081328	-89.34023069520981	945.4572463268605	-195.97692223224294	-123.60462664727334	-232.6549637136004	-403.73153326123156	1577.9768689216016	1142.5740270251736	300.62694280862706	1869.3571209029415	3331.0938220834714	3021.031304899967	625.2071415862638	1443.807963044482	1435.3208691585332	65745.21541690153	1989.421252774434	216.48813102630766	249.08511386061127	2622.299376001681	2861.3646319530963	931.640254225579	-5779.832236070617	205.13127478724027	781.6459860240066	1529.7905739196285	4389.636939766585	1073.9395147041473	1875.3296339943317	-923.735429820252	-44335.89965805674	-2622.900214282796	-818.6062914770675	-1246.5318899634626	-158.38438147872546	-1701.9494080888142	-8135.646544235238	-688.3919784120628	-458.2795777204193	-1595.4366990244882	-1583.300543689131	-10336.364543523128	-5757.816838528829	390.8395183635903	-14092.737835022876	-183.54873276342482	-752.3749142848208	584.9939247555749	-7968.1550540206335	-23.703881474139394	202.68713191384995	-20732.194074844458	76.54904309420039	-17287.96603476629	-16230.455420869137	-5752.616662868922	-9964.933627677408	-14092.521802652162	-9964.923455475624	37751.87340243892	-5750.958549209877	-14130.468316424323	79.92754998222725	905.94620021836	-5728.563862396876	-22282.237029320386	-575.0334142988734	-21526.68094630534	-11453.520460359188	-19081.407676629846	-19081.36525877684	-8143.275794935363	169.06608454602883	-5755.1810783019255	-11506.327235108958	-256.33118227703153	-17.50301669496548	-149.78843044594316	3706.985901054366	2086.955923478363	-11760.302001015161	-2231.1488210343705	-1150.3667083421733	-464.6797947257869	-11.21357883110689	-402.11333827392934	171.6534436868671	-5753.23923491759	-9964.76624245791	-141.19770244362076	-1093.4347973342155	-5690.243514790427	-14091.8238065891	-246.18268209949474	-209.59244937874388	-99.57671570848049	-538.3373012591073	-32.21828202900993	-563.0021133762893	-300.1000537766006	-9964.917733010223	208.99767931887823	-5795.253273746003	-191.04754880811433	-385.6339285405302	146.5342348090055	369.875880748099	-304.0734025402521	128.94603465752232	274.6057250909626	-7592.290830435666	-17075.074253188708	-1115.1195824849076	-5587.711826727533	-2311.564383297651	-4052.7179730225166	-13922.386087729112	239.32227925479992	-494.2046263410816	107.49874299643079	91.1802977350535	28.565755128208025	576.3904811172888	-86.83841616961843	-310.82318246723025	-127.41463316318621	276.40680545451767	-359.224122317999	-5588.842895535048	-36.770503711322604	-724.4259834628201
1447437_20171212_S	1440.6904349067318	247.56296809372816	439.0455456229647	-130.63833592570654	-159.30005076074252	-4585.366957903123	-7625.805631938686	-1385.398261305431	-2414.8820456881413	-817.4828137589004	-657.6443577847006	-1413.1780472087144	-4435.592791995847	-1876.5240669667564	-1250.8745204602142	1030.2026036505522	1817.7798088968684	5203.685165004692	-51681.209942583766	632.3590163604053	450.80272966969824	-496.18705735576305	-49.03772347022766	31.967632964980112	-123.81511966357675	752.5810294822677	1134.1868446809422	406.11983281835137	-663.0812256783101	900.1357050989533	-2644.8085151957193	-2616.2502953273515	-924.6514239652944	1192.7803768839476	-51289.68193384907	-2829.2064994811517	-1096.9799101093806	-1263.8228609681892	-2616.524555808746	-5087.028463927505	-2085.7940512601144	-51732.848473908954	-180.21212375151617	-2258.200950778424	-853.3735753336941	-228.46677940321024	-1073.5527442560967	-1967.0766741953066	5525.599229913523	160177.10515733162	16992.12365311144	3049.456726523348	2898.4460016285143	771.3050158024363	3405.9947183077975	-73087.34431169997	1010.2441113958048	1876.524235279281	5877.773401381006	-1151.6717517109942	-74612.68266970501	-51686.11672636991	64.58508095649358	-126592.7143359875	-225.8026805390419	-1350.8271611946639	-491.69498253938207	-54623.13138307655	339.57160261102763	2384.197558031663	-186318.2841535579	-106.91049381344936	-155034.49157143783	-146163.1880714227	-51680.87395894342	-89514.45796848836	-126592.59390716843	-89514.48841635011	-8709.994161665103	-51677.287044061784	-126587.14720668658	-150.89033270248493	-55.515395892703175	-51677.38901674194	-200160.4671189402	2138.6159591644973	-193373.3795269885	-103517.45454188986	-171407.18004669226	-171407.18219271995	-73092.81421719721	-2500.5046246349084	-51682.94971604646	-103362.73611194495	2409.1698330929166	629.5198545633589	-73.05292989650525	-1975.3701621434218	210.96842338980423	-12224.34935447211	-227.7069685265078	4041.9023435539148	1772.7073939630004	-14.078650421770533	463.93839188920515	833.4848984718551	-51681.324253662955	-89514.43178773164	-223.8094373166996	798.8425615784854	-51683.64227537464	-126592.82273393132	1950.0620477401844	307.5548803196235	614.0022807795974	-425.31904878224634	57.442861309324655	2716.686606201194	400.6705980646	-89514.48117189834	11.978266161560441	-51582.0690557119	268.45010093493033	-627.2264323223026	-233.69455544182563	-983.586082932181	-667.8841398368133	-279.2409948108701	56.04206015874763	-484.36919269949976	73782.96744957322	2302.5088608167734	-51346.391261824836	9.089281387854044	-77539.0111884741	-126314.39507728616	-190.13334374339956	1700.5005423900288	-565.1426416257418	-631.8715499021623	-30.74027300383051	-1481.9149123638308	-144.17749857011887	-1271.0424659490873	-303.7551985231953	-275.6237540768348	-1690.95277565181	-69031.13856304222	-48.625486387015016	-960.1818462984702
1128691_20171218_S	-11221.851767613914	-5330.99706922766	-23238.39309248355	-3177.995415772032	-258.33906122368444	-9000.130785969599	-12084.640346487284	-2016.38305224211	-7553.462919249095	-2380.0725988683757	-1687.4624488020256	-2364.9718493907712	-14958.073834676772	-13728.39826364084	-4193.886954051894	-7218.068093896723	-9672.504031259923	-6238.878844918683	30243.836504985833	-4053.3857262528095	-4748.588296159441	-3571.437853374442	-237.03730037646855	-4906.829225297548	-4032.081210331911	-11060.944627837442	-8814.128952665604	-1341.7455957603215	-8607.108015692029	-13831.230692100864	-7868.933190203152	-7534.179591477741	-12382.35023359997	-13010.041144406488	-282406.5649110928	-23356.47533135252	-2954.2489722610076	-2435.502690093839	-11065.617566242565	-19043.36138681393	-7292.92156368538	30056.838683387818	-863.7603879106546	-13249.795642060904	-3385.463847893062	-4448.099546657494	-2368.586798900814	-11084.90512360627	-2741.917625333371	150320.20072761094	-3642.8380883658615	-2593.74339462375	-3471.4079602157803	-581.3553139489828	-3703.639276543905	42771.61092012348	-2356.6952674929207	-1585.2296620954373	-3577.194939648934	-3524.7245883823502	39119.60870682507	30228.687705030872	-114.87433072400447	74081.2657465618	-528.7078015250282	-1977.8753893321527	-1132.847745206729	21995.9603109139	-764.1802624301863	-7560.478561983027	109064.95757019811	-413.7203069313453	90759.312871552	85653.92011752784	30244.840333359403	52383.829709601705	74081.96671658843	52383.84691666012	-37033.463649276855	30242.313996466375	74085.26089446782	-150.890332702485	-185.33814310281537	30231.09259621257	117133.87397318966	-1038.4850197155647	113162.07579272622	60546.94009724959	100307.31331019358	100307.45780589122	42992.5986183865	-4601.3177986306455	30238.64400865711	60485.96027435058	-565.8295382889795	-2627.543224900387	-1038.7078170018444	-3063.330235932305	-9536.613868929438	-12665.292578883742	-6579.721223871543	-8386.746972875582	-3287.411243303162	-14.495596547076488	-927.2725223154184	-359.27884530136686	30243.847275582833	52384.52123865039	-1784.7664948101262	-7662.447653972273	31373.940837817514	74082.81977290979	-7416.579361904807	-343.1893898192137	-982.3926149437425	-983.2138338133719	-110.90162070927033	-2499.7429626792627	-1831.816667766135	52383.86194077529	-718.1997502544893	30717.151839356124	-364.99083681012445	-9612.915376489915	-545.0850056187905	-7695.359351853329	-969.8073150155677	-697.8153661569685	-3235.203123853282	-14422.360712475825	-48651.97963725508	-3664.4756822192326	30381.017793902254	-2896.1985107529913	55866.769590408745	74454.00974440273	-2321.221288238711	-2297.515885200247	-2827.255120513113	-4132.254133066462	-363.02105724241636	-7890.414179109253	-647.4907791919384	-7723.538176388907	-324.1098906536701	-280.1483640284714	-8352.373106235715	46829.78996053641	-48.625486387015044	-7251.121202374893
1128691_20180116_S	-11221.851767613914	-5330.99706922766	-23238.39309248355	-3177.995415772032	-258.33906122368444	-9000.130785969599	-12084.640346487284	-2016.38305224211	-7553.462919249095	-2380.0725988683757	-1687.4624488020256	-2364.9718493907712	-14958.073834676772	-13728.39826364084	-4193.886954051894	-7218.068093896723	-9672.504031259923	-6238.878844918683	-161282.82236410922	-4053.3857262528095	-4748.588296159441	-3571.437853374442	-237.03730037646855	-4906.829225297548	-4032.081210331911	-11060.944627837442	-8814.128952665604	-1341.7455957603215	-8607.108015692029	-13831.230692100866	-7868.933190203152	-7534.179591477741	-12382.350233599971	-13010.041144406488	-279562.94480853935	-23356.47533135253	-2954.2489722610076	-2435.502690093839	-11065.617566242565	-19043.36138681393	-7292.92156368538	-161275.38866539777	-863.7603879106546	-13249.795642060904	-3385.463847893062	-4448.099546657494	-2368.586798900814	-11084.90512360627	-2741.917625333368	-28090.965871233402	-3642.8380883658615	-2593.743394623751	-3471.4079602157803	-581.3553139489828	-3703.639276543905	-228086.03974411718	-2356.6952674929207	-1585.229662095438	-3577.194939648934	-3524.7245883823502	-225289.9038228875	-161284.1957424092	-114.87433072400447	-395060.0379559989	-528.7078015250282	-1977.8753893321527	-1132.847745206729	-162027.3190184694	-764.1802624301863	-7560.478561983027	-581468.7810732871	-413.7203069313453	-483827.1838854337	-456077.5285144534	-161281.73262872	-279350.0759984803	-395060.61907622684	-279350.04835512623	-37033.46364927682	-161272.93666717477	-395051.53226420755	-150.89033270248507	-185.33814310281525	-161291.53727068278	-624645.6860417718	-1038.4850197155647	-603465.0603623039	-322436.2221437841	-534914.674876268	-534914.6069974176	-228107.03980587976	-4601.3177986306455	-161280.2271117102	-322566.7270762263	-565.8295382889795	-2627.543224900387	-1038.7078170018444	-3063.330235932305	-9536.613868929438	-12665.292578883742	-6579.721223871543	-8386.746972875582	-3287.411243303162	-14.495596547076488	-927.2725223154184	-359.27884530136686	-161282.78540555236	-279349.1988669355	-1784.7664948101262	-7662.447653972273	-161333.65889556298	-395058.9277196867	-7416.579361904807	-343.1893898192137	-982.3926149437425	-983.2138338133719	-110.90162070927033	-2499.7429626792627	-1831.816667766135	-279350.0423574248	-718.1997502544893	-160791.6001405172	-364.99083681012445	-9612.915376489915	-545.0850056187905	-7695.359351853329	-969.8073150155677	-697.8153661569685	-3235.2031238532822	-14422.360712475825	71263.82075115162	-3664.47568221923	-160496.16093892924	-2896.1985107529913	-250664.46406112108	-407815.9284114444	-2321.221288238711	-2297.515885200247	-2827.255120513113	-4132.254133066462	-363.02105724241636	-7890.414179109253	-647.4907791919384	-7723.538176388907	-324.1098906536701	-280.1483640284714	-8352.373106235715	-219232.35892469317	-48.62548638701508	-7251.121202374893
1590009_20171212_S	1043.0808584951355	-165.21741334199396	2920.3226934511804	-138.43886687811982	72.72295809073938	2116.6550560715896	1727.1775174028626	128.13863182729756	976.6095601095158	-641.8726315096692	-31.121603384932087	-539.2027787488112	2395.755268448367	1182.837058073852	1110.5359707228927	1620.909483484431	-19.419752411940863	1575.5624174002369	11601.357070193711	1131.5495740769134	859.278131404436	-62.98752705239531	127.44014563774923	356.66173041890397	630.9985577087823	-476.58546355648286	2749.2269207417885	197.2679067482918	1565.0672920420511	2235.872080263404	2418.6005211064403	1001.864792772818	1683.9201191705924	2135.809692036848	91336.13703627455	4153.041642021751	537.1031804899535	1087.5541342266697	1011.1842736299052	2385.376570899083	1269.4502224238752	11524.943257976953	-59.46714987688097	318.00924366425534	1531.29545529863	324.6784572874067	1092.561007695992	2076.3914415093277	-2041.0917334518463	-50447.29037035365	-3145.7351084559136	-669.173061277709	-1003.2788578409331	-129.35466224116254	-1872.9663547773162	16407.444731225292	109.82668071405942	-497.2960520170476	-91.50956700548431	2133.889296588913	13821.773500355195	11596.886404672943	-28.564012862137744	28417.023960890656	129.87718180997012	-62.650850130540675	-313.61876640512946	9654.642299452233	-385.2386405360202	-696.1626901878226	41841.57007345534	-70.07340157299745	34809.30931276719	32695.340371975166	11596.214052593397	20094.137145830424	28417.40473160685	20094.14014368693	20690.489323616803	11604.339433428104	28419.012155276345	71.27145105100738	-62.46814307156321	11600.021238218802	44931.862148817905	3048.9100953601205	43408.30657228859	23130.849256465746	38480.71001956648	38477.348399914445	16396.637193925664	91.7457523915109	11597.88221722487	23203.015637615194	-550.2296235245922	116.5870947082326	-258.6763850188099	-2443.157074005051	-338.18302386066716	-12469.659897017584	-2272.5271047749593	-562.1715229690017	-233.78493338541784	-14.436869768695834	-233.4215432494152	298.5880136046025	11601.373214348976	20094.171523424608	32.38607291665312	-75.68641675011986	11595.37917421416	28417.829754638427	1267.1530699144932	-141.08676489172868	-482.7266476941895	-696.7996316195777	-52.611374406307235	-1304.5818048831825	-838.2141343256751	20094.14010322996	5.281609624067642	11165.238750428682	-291.1453053873511	746.7292156010735	-191.93350257301807	-348.3681036424232	207.68933737884356	-83.87875992820852	-1422.8697640978037	-10700.123448458493	-43509.01137041159	-652.9651448543412	11755.696905148649	-2654.05815067344	25346.355173018073	28784.48136375088	108.64983338030652	-613.3945009114645	-181.0384214558926	130.03286249455869	-8.603257941085815	1610.250457432201	-90.78399417787	-696.24115769946	-224.55567073261196	2099.3311997482797	-1648.3775065104055	18031.29466072317	-44.34433263989502	-658.2232052290656
1282052_20180206_S	-1821.650957757527	-231.81646088940124	-397.1427360386988	152.72556989318628	-246.00900855524569	-6760.836470596558	-10132.208731676425	-1788.6507947972032	-2683.418990378531	-2143.6172079854796	-1534.981227930683	-1081.2807361895411	-5678.678891415444	-4836.187995375516	-2225.5283217029623	1715.8261636863263	4579.136748129447	8486.859691434713	-32305.051471864917	-462.6519436956619	638.5459575108171	-456.7500986846162	137.78490870765526	364.82690333755454	1522.6430859847765	136.86425699701977	1397.699972424236	176.7850393278818	36.27891630182967	-2229.007884978475	-3946.431295415351	-2415.0379364522123	-740.5324941046672	455.67704871285787	-197531.59155893963	-6564.57196546913	-1890.3153768398797	-2105.627719745747	-3807.083808992651	-7749.404899031742	-4060.3585494054746	-32345.841866717215	86.36334455133317	-1925.187805660078	-2298.2516161076546	-1290.0616662149969	-2113.2709275244956	-1652.9686371744556	11817.813337419404	497256.12216437515	28077.88772931776	4599.653815281678	4421.673160891209	1309.565402142733	7780.387541387916	-45686.24566526692	2842.3040972116623	3288.566762079774	7779.921703497139	-2587.511422508675	-47884.5347833808	-32313.543536669375	-101.55505128298063	-79131.2231780295	-527.6241836680621	-1459.2768361691074	-638.99479776807	-37490.58938698604	-33.27489842173384	2118.2049505606446	-116458.26866365786	-351.2362593881212	-96894.6134943356	-91314.54913949092	-32304.206684084977	-55953.90938519737	-79130.89274240276	-55953.99711020676	-31591.690747095916	-32303.97229254309	-79126.50026304493	-150.890332702485	-185.19134816449176	-32308.699999360906	-125116.92726329865	2490.5183305979494	-120874.44962958596	-64537.63828631179	-107143.83048356212	-107143.73463878622	-45669.46661541527	-1715.3458554521617	-32308.268823894156	-64610.745265117555	3137.982152837528	958.5681114313179	271.5905855815099	-2539.0548690678443	1107.4231648663663	-12438.170111817515	821.7410544359409	6731.665166396117	1512.1116813421718	-14.232372387259952	1288.7862558843008	1033.808493407848	-32305.10566000633	-55954.309445865256	426.33420237222094	1665.484432288633	-32291.158365582563	-79131.85027150248	1869.1056974999938	509.2167369945247	845.5300431250876	-894.0659303624503	51.85207400017066	3350.5965895451445	1054.8009804817077	-55953.99005937054	232.25900826493591	-31977.004638277205	-364.01319608121304	-1754.6725854009173	-525.0883414066485	-2970.5263101775454	-820.9235521214524	-379.8531708045417	-2937.5267132295194	-13399.266235151581	-38558.18779568329	-3418.3426943673817	-32055.906857560483	1767.1659925825193	-48448.07969884976	-78626.90941727681	-588.4439707780175	2472.1299541422113	-501.0071582239657	-1335.1985817247364	-86.30148985739879	-2119.00814795566	-242.36952970151629	-1480.357985562665	-316.2340855853194	-271.7385301003362	-2053.9019878183817	-41474.4159038338	-48.62548638701508	-2408.8864258574213
1316935_20180417_S	-84.42497858410752	1040.5328589798492	2171.2846550759714	-329.4895865228955	-96.45025061533929	1900.6458661312226	1437.1706815017078	-35.68974537491795	270.8523115272865	-1112.7153241456858	264.83467555248876	-469.1469709338112	-365.068735210707	-15.386550909184734	858.3459005623517	-1909.360995943306	-659.1117984859939	-1906.4882801660688	-24271.261472129052	534.3307830690487	51.818733806489945	582.6174290578228	-171.97482394491948	901.328542017367	-1522.064959205281	4464.81224509313	-1647.760098399459	-269.83047013665646	-377.3186369935629	512.2637470287301	-145.1318249604983	459.62393075324144	-2505.234535996877	237.27120654227474	-92393.35619374058	-41.562818785543556	-43.86772077387923	848.646968400024	2301.391449248868	1614.3733458240604	492.85465750479995	-24238.28445360484	-120.23231607169146	314.34246126145445	331.93418917683294	951.0272706734859	-18.501143032327036	766.5593132818994	-1974.7355900939397	-50721.08258725207	-3062.1849390352404	-923.1698480212233	-644.1367303315819	-315.4676912710104	-490.95390932998225	-34323.46430725749	-986.1433830598271	-419.14103309728625	-691.6401590127603	795.3801835638028	-36139.38071888952	-24266.95862934114	50.42199590964685	-59452.23397111832	-204.33786770022346	-985.2199274153156	339.9131203424381	-24516.343179932835	-163.54256853742072	-361.68795369274085	-87483.23899739541	156.84452866181692	-72934.47008085166	-68615.70597912054	-24272.718692623075	-42039.04650964521	-59452.20611235378	-42039.06460655407	16367.736682956796	-24264.595832649287	-59455.85190969	15.869676841165731	-65.42370301403093	-24267.82887340392	-94002.19149721513	3559.9219215245157	-90814.74914051323	-48490.408764217485	-80498.74368740943	-80498.66763623171	-34337.34923681309	-474.9215535866797	-24272.511037726348	-48542.98568975154	-547.0303704418831	244.99942697793085	170.94091484025967	3343.0663432797983	54.04939893050323	-12210.374570366732	-140.87726005515015	-255.52138566048689	170.01469659150825	-14.450284502943399	-429.0007144273088	-8.222087142671398	-24271.242882006198	-42039.01112217281	443.0706448103758	-220.81963974398423	-24329.448026735696	-59451.26599465366	-699.8087464016307	-313.15094926933403	182.93093419952743	206.2404570441132	-48.78416073361643	508.02383848192767	426.36409329134835	-42039.05796946905	201.35483907653816	-24269.60974810932	145.25530184396533	1754.6735457779541	365.25353354985816	2547.8875784055053	976.8703992298541	388.0170597919865	1052.9164270002975	20646.86983964513	131653.37365573386	11949.156887230805	-23988.452941566673	-2349.7263168806558	-31173.494137044065	-59173.668681858704	608.1825294906262	-524.0220282029522	274.98223800516917	185.52604027084544	37.109288233836196	1501.4009849146769	65.54384792516521	-685.5575182496805	-142.8922985484334	-117.77117902969027	1794.6139429075047	-31601.967597917454	-48.62548638701508	77.90667596221465
1651490_20171215_S	-2852.445323096412	-771.7381776519651	35.67221881082514	302.9927934158304	-120.54375663793496	-3071.950623072281	-6082.883593864705	-1058.9509560659333	-1111.2336632598235	-1285.0663921239284	-1156.8932701378058	-1297.8949229573511	-3222.8723670353047	-2034.5257206324914	-1225.8125901379321	481.068997985436	2402.413946907269	2989.7198164401307	-56432.088686663774	-1222.382523103347	298.0691254478734	-633.9144004053887	54.96883660583714	567.8028069146612	354.8373482850907	-411.83527110184696	1429.5266059613132	164.86954983559053	861.4459814294569	-979.1195739640323	-2388.9539054779425	-1069.2213862009103	500.42153248545054	736.1393168399536	-71003.4463408293	-1783.3466029898038	-919.1294052326748	-1596.1500137791543	-1548.6908645716123	-4216.004070458941	-1830.55047131713	-56518.44433759967	-88.47257284121088	-1710.0937217896862	-1631.9481008379178	-688.4703662757443	-902.4934264445567	542.5252857349751	5811.429362381131	165004.66017544345	13656.127925041374	1964.7605731802794	2253.758484027599	685.9853968235303	3808.471556863592	-79809.25842221883	1774.761885760745	1523.8674336297995	5484.090978477612	-2904.844437312254	-81684.54102101602	-56433.51452094264	-94.19538745962518	-138229.93681907945	10.758554447714005	64.87910283978954	281.5750422939582	-46023.49670834477	187.3985568375508	154.231127168473	-203445.8639517763	-77.86780337778873	-169285.15924504207	-159548.41208334645	-56431.55677295652	-97743.23728002039	-138229.82268469332	-97743.2403982093	-29982.328455946295	-56427.86644849434	-138229.64722091	-63.114625788084524	-179.35307511155722	-56439.11588367931	-218560.53686163548	-800.9943677422174	-211149.53947065247	-112779.8341632752	-187164.14779757854	-187164.06440082824	-79809.55806567516	-130.9844381830253	-56433.93974564885	-112864.13295398816	1809.1548228575753	928.3236248913695	156.8339489482355	-2041.075149572047	-1038.4934479214025	-12021.901664489584	-53.38228831822107	4050.205143177769	1537.6684246929876	74.31947752763908	466.2585989114589	-5.686682788799715	-56432.12336920725	-97743.35257872193	338.6835022488865	2050.6947210528615	-56459.719784450135	-138230.2709962514	-367.43318419722164	465.5645264861108	469.7457100191675	-469.45579056727934	65.31291760083568	3242.6990897330734	739.7918557749529	-97743.24452865207	424.18359832866145	-56228.521700989564	355.9888735391313	-802.3874574241036	-116.97775175758125	-738.1736152098601	747.6573648844261	-149.55274365334913	721.1293647530164	-1879.2818131454333	104946.05948928534	-656.1459300774421	-56078.977822829926	-38.215906904655185	-85224.04817493686	-137729.6070993623	-28.95132822862206	1566.6457420265824	-279.2616410422911	123.73289480245967	-13.135915279326014	-896.2875362303348	-223.19750126457075	389.7690613657778	289.81198731355	1659.0171808447863	-1601.3975206003724	-75868.2420483482	-48.62548638701508	-334.47972417322853
1447437_20171006_S	17.326517508072357	-197.34364596879095	671.1059089839546	-223.26633572167884	-204.15316505032922	1666.8225110327348	-768.4802531820387	-297.82137656735813	-387.98093495570265	-196.00843244489306	381.8534618842707	-85.43275048668102	848.7168504191868	52.91404782750942	57.64817061493159	1820.152636296114	1155.5020055860477	1578.4543973270029	31713.125379852438	1116.6712459093965	884.6677818581002	425.74378697602333	-52.31314581081563	260.68734277310614	573.6467851163356	937.1514119700169	1730.022409026331	270.73917080004526	398.44954937306466	1757.4490633937226	1940.1110699943183	523.7042647339686	1395.7703253727093	1487.9331056941119	49727.76774597016	1056.2636083368172	59.64944328650972	139.9221885513225	339.8688839453684	1125.3796737178782	-357.45657333327983	31748.114540665418	119.2030755759456	98.02105825070794	793.1227032507459	298.22856128267995	-499.83619385424913	1011.3123303396933	548.3895236702476	12387.515828649879	3079.581890686431	204.64799656687828	314.3818072791787	112.13752071635895	6.53872643758541	44849.67315361274	63.64012517771471	258.67689291280476	3842.8309462188013	983.784572569441	42265.607910715145	31712.330063306686	-17.09901306017869	77680.66916583698	-313.0346932873151	-1305.7205633196538	-428.64878981319873	28563.29205125842	-115.93334282049886	758.4537208494348	114361.83008135446	492.7552725332462	95138.66831519212	89671.45322477336	31713.032122665347	54928.73925720162	77680.97554893779	54928.74256530941	35336.52593151463	31716.91883794891	77685.62159695892	182.35194972803833	-121.92377030820138	31716.06310672603	122824.40524247133	7895.383089823412	118659.64941484941	63508.364434971845	105180.56583157473	105180.53774803855	44840.610394486386	-473.1638860020239	31710.21903150644	63425.68143565108	-121.19310425386846	-214.87321403466876	46.96006310984103	157.16331361206858	1531.0487480138	-11506.506335786897	-1200.0652761674937	1715.8060705729677	-469.61031350782787	-14.306762108211535	267.54887117659314	545.5420995787913	31713.135042776332	54928.802749856804	11.154526913080872	-548.9498582202395	31693.140420992444	77681.33339177338	410.17100367154126	-105.61609142079831	119.60679349332759	-590.9582709744892	-44.24843068283484	-465.6573635111929	-158.26881270413674	54928.743990110976	-46.60598616719642	31856.010135712186	-120.62435134240552	-797.5125800004535	-129.83236131684788	-721.7418614175276	-395.41937917509915	-232.28227807009876	-1779.0581847604235	-6981.321867574395	-48905.43140225057	-1148.650577078978	31779.395305396065	-1754.1585200258837	57131.840328888444	77814.365372232	-120.8912633501277	772.8282221975278	103.7300119241836	-801.3114228148761	78.16399191227163	232.49790727422806	-106.17605657116633	-116.93485238245466	-124.51106587647786	-209.5868604607506	-798.5139577604514	46389.265795598236	-45.12998082867414	-930.1999207672952
